Type1,regionExp_response_8.rt,regionExp_response_9.rt,Type2,regionExp_response_8.rt,regionExp_response_9.rt,OmS_8,OmS_9,Participant
O,0.662773848,0.461532831,S,0.678488016,0.530771017,-0.015714168,-0.069238186,
O,0.428710938,0.462603092,S,0.361737967,0.413161039,0.066972971,0.049442053,
O,0.679002047,0.830054998,S,0.729270935,2.703634977,-0.050268888,-1.873579979,
O,1.432149887,7.053939104,S,0.378597975,0.477427959,1.053551912,6.576511145,
O,1.666471004,6.766587973,S,0.578899145,2.385769844,1.087571859,4.380818129,
O,2.703181982,9.512615204,S,6.450778008,2.939132929,-3.747596026,6.573482275,
O,5.296141863,5.662333965,S,0.74583602,1.181660891,4.550305843,4.480673074,
O,4.108504057,3.807636023,S,1.131222963,1.81832099,2.977281094,1.989315033,
O,5.212193966,2.838536024,S,0.595679045,2.654582024,4.616514921,0.183954,
O,1.394092083,2.269833088,S,0.412119865,0.964125872,0.981972218,1.305707216,
O,1.248188972,3.387554169,S,2.720257044,2.119323969,-1.472068072,1.2682302,
O,0.478816986,0.946707964,S,3.188306093,0.41288805,-2.709489107,0.533819914,
O,2.484651804,0.631259203,S,0.445369959,0.679201126,2.039281845,-0.047941923,
O,2.71912694,0.628692865,S,0.340396881,0.580156803,2.378730059,0.048536062,
O,0.528316021,0.913847923,S,0.54519701,0.664168119,-0.016880989,0.249679804,
O,2.267088175,0.762117147,S,0.494851112,0.796439886,1.772237063,-0.034322739,
O,0.444997072,0.5969522,S,0.643574953,0.544852018,-0.198577881,0.052100182,
O,0.612123013,0.713011026,S,1.361213923,1.581861019,-0.74909091,-0.868849993,
O,1.147107124,0.479671955,S,0.873077869,1.088799953,0.274029255,-0.609127998,
O,0.829699993,0.929533005,S,0.657414198,0.712349892,0.172285795,0.217183113,
O,0.445222139,0.377822876,S,0.478682041,1.063572168,-0.033459902,-0.685749292,
O,0.629060984,1.19700408,S,1.163701057,0.396588087,-0.534640073,0.800415993,
O,0.596251965,0.630934954,S,0.478961945,1.399631977,0.11729002,-0.768697023,
O,0.3617239,0.59642601,S,0.579892874,2.253139019,-0.218168974,-1.656713009,
O,0.39509201,0.329759121,S,0.512984991,1.449316978,-0.117892981,-1.119557857,
O,0.344999075,0.261727095,S,0.429005861,1.311030149,-0.084006786,-1.049303054,
O,0.178270102,0.229185104,S,0.328890085,0.295922995,-0.150619983,-0.066737891,
O,0.177918911,0.228126049,S,0.177360058,0.125200987,0.000558853,0.102925062,
O,0.294908047,0.278648138,S,0.210782051,0.212862968,0.084125996,0.06578517,
O,0.361533165,0.261064053,S,0.462285995,0.495101929,-0.10075283,-0.234037876,
O,0.562644005,0.614235878,S,0.310987949,0.480540037,0.251656056,0.133695841,
O,0.144098997,0.173339128,S,0.261329174,0.11055994,-0.117230177,0.062779188,
O,0.328363895,0.312968016,S,0.496048927,0.512417078,-0.167685032,-0.199449062,
O,0.446092844,0.344871998,S,0.378618002,0.363149166,0.067474842,-0.018277168,
O,0.412227154,11.32504606,S,0.378397942,0.447021961,0.033829212,10.8780241,
O,0.445816994,0.480072021,S,0.328397036,0.462563038,0.117419958,0.017508983,
O,0.395550013,0.412969112,S,0.360782862,0.41365695,0.034767151,-0.000687838,
O,0.344813824,0.378084183,S,0.645889997,0.564539909,-0.301076173,-0.186455726,
O,0.411444902,0.41128993,S,0.462596893,0.562099934,-0.051151991,-0.150810004,
O,0.361199856,0.797960043,S,0.412045956,0.446641922,-0.0508461,0.351318121,
O,0.345035076,0.311299086,S,0.646262884,0.394808054,-0.301227808,-0.083508968,
O,0.412313938,4.195591927,S,0.378180027,0.396311045,0.034133911,3.799280882,
O,0.461259842,0.695849895,S,0.428549051,0.697698116,0.032710791,-0.001848221,
O,0.461950064,0.764908791,S,0.646085024,0.698148012,-0.18413496,0.066760779,
O,0.445273876,0.748520851,S,0.612777948,1.014252901,-0.167504072,-0.26573205,
O,0.311649084,0.378798008,S,0.429212809,0.445607901,-0.117563725,-0.066809893,
O,0.344955921,0.461529016,S,0.730172157,0.495528936,-0.385216236,-0.03399992,
O,0.378799915,0.363281965,S,0.328310013,0.648169994,0.050489902,-0.284888029,
O,0.579282999,1.66291213,S,1.248489857,0.497301102,-0.669206858,1.165611028,
O,0.529314995,0.430106878,S,0.562474012,0.478605986,-0.033159017,-0.048499108,
O,0.227977991,1.266870975,S,0.34506011,0.36305809,-0.117082119,0.903812885,
O,0.395231962,0.613870144,S,0.596467972,0.597118855,-0.20123601,0.016751289,
O,0.461740017,0.647260904,S,0.762863159,0.445487976,-0.301123142,0.201772928,
O,1.247518063,0.428004026,S,0.411741972,0.446429968,0.835776091,-0.018425942,
O,0.495612144,3.773576021,S,0.67909503,0.563459873,-0.183482886,3.210116148,
O,0.47880888,1.332382917,S,0.495424986,0.411442995,-0.016616106,0.920939922,
O,1.632099867,0.480215073,S,0.595438004,0.379513025,1.036661863,0.100702048,
O,0.56150198,0.613478184,S,0.595238209,0.378106833,-0.033736229,0.235371351,
O,1.163977146,0.562474966,S,0.59483695,0.366890907,0.569140196,0.195584059,
O,0.543964863,0.360857964,S,0.411739826,1.499767065,0.132225037,-1.138909101,
O,0.511797905,1.347662926,S,0.595837831,1.750614882,-0.084039926,-0.402951956,
O,0.996634007,0.395635843,S,0.896351099,0.562103987,0.100282908,-0.166468144,
O,0.511816025,1.215734959,S,0.561864138,1.581982851,-0.050048113,-0.366247892,
O,3.822445869,0.76264596,S,0.461663008,2.852488995,3.360782861,-2.089843035,
O,0.796633959,1.397486925,S,0.394523859,0.747787952,0.4021101,0.649698973,
O,1.81384182,1.514795065,S,1.999843121,1.265554905,-0.186001301,0.24924016,
O,0.428159952,0.411624193,S,0.996479034,0.528786898,-0.568319082,-0.117162705,
O,0.378298044,0.512928009,S,0.394829035,0.377715826,-0.016530991,0.135212183,
O,0.796267033,5.493904114,S,0.294701099,0.312651157,0.501565934,5.181252957,
O,0.562366962,0.544235945,S,0.3779459,0.427706957,0.184421062,0.116528988,
O,1.929543972,0.513489008,S,0.863045216,1.465317011,1.066498756,-0.951828003,
O,0.428621054,0.444106102,S,0.444838047,1.515924931,-0.016216993,-1.071818829,
O,0.459986925,0.530745983,S,0.429569006,0.362915993,0.030417919,0.16782999,
O,0.64359498,1.684239864,S,0.195039034,0.190509081,0.448555946,1.493730783,
O,0.546352148,0.59721303,S,0.47881794,0.462244987,0.067534208,0.134968043,
O,0.41161418,0.412318945,S,0.379245996,0.513777018,0.032368184,-0.101458073,
O,0.177946091,0.346258163,S,0.428854942,0.513477087,-0.250908851,-0.167218924,
O,0.378279209,0.329923153,S,0.462638855,5.316900015,-0.084359646,-4.986976862,
O,0.345112085,0.446883917,S,0.530007839,1.198596001,-0.184895754,-0.751712084,
O,0.32813096,0.46210289,S,0.496049881,0.429366112,-0.167918921,0.032736778,
O,0.395351887,0.363149166,S,0.478562117,0.361683846,-0.08321023,0.00146532,
O,0.345607996,1.550065994,S,0.596201897,0.681346893,-0.250593901,0.868719101,
O,1.030884981,2.337661028,S,0.746120214,7.290615082,0.284764767,-4.952954054,
O,1.683495045,1.902925968,S,1.131481171,2.218981028,0.552013874,-0.31605506,
O,1.600084066,1.549905062,S,1.265513897,1.60095191,0.334570169,-0.051046848,
O,0.311712027,3.208086014,S,0.713220119,2.252678156,-0.401508092,0.955407858,
O,2.00186801,1.817743063,S,1.181657076,4.396281958,0.820210934,-2.578538895,
O,0.730154991,3.554724932,S,1.667057991,0.530912876,-0.936903,3.023812056,
O,0.495517969,3.961174965,S,0.762986898,4.797350168,-0.267468929,-0.836175203,
O,0.595690012,3.407809973,S,1.600591183,2.488311052,-1.004901171,0.919498921,
O,0.594841957,4.14387989,S,0.546278954,3.458817959,0.048563003,0.685061931,
O,0.445551872,0.53016305,S,1.349073887,0.580832005,-0.903522015,-0.050668955,
O,0.378365994,0.630316019,S,0.361246109,0.328095913,0.017119885,0.302220106,
O,0.845946789,2.384705067,S,0.562437057,0.713464022,0.283509732,1.671241045,
O,3.805567026,1.36277914,S,0.473558903,0.496645927,3.332008123,0.866133213,
O,0.479116917,3.021055937,S,0.194297075,0.194216967,0.284819842,2.82683897,
O,4.207329988,1.516180992,S,0.360762835,4.341353178,3.846567153,-2.825172186,
O,0.244498968,0.227333784,S,0.294265032,0.279222012,-0.049766064,-0.051888228,
O,0.260948896,0.245835066,S,0.177764177,0.195705175,0.083184719,0.050129891,
O,0.194250822,0.461961985,S,0.194233179,0.194139957,1.7643E-05,0.267822028,
O,0.344280958,0.344248056,S,0.227817774,0.211219072,0.116463184,0.133028984,
O,0.361449003,0.329959154,S,0.160741091,0.195778131,0.200707912,0.134181023,
