Type1,regionExp_response_8.rt,regionExp_response_9.rt,Type2,regionExp_response_8.rt,regionExp_response_9.rt,OmS_8,OmS_9,Participant
O,1.115286112,1.414718151,S,0.697318077,0.712992907,0.417968035,0.701725244,33
O,2.014684916,0.779854774,S,3.304075003,0.494783163,-1.289390087,0.285071611,33
O,1.399008036,6.664827824,S,9.088377953,0.528854132,-7.689369917,6.135973692,33
O,0.52905798,0.594997168,S,0.764172077,0.711951017,-0.235114097,-0.116953849,33
O,1.497830153,0.613039017,S,0.610681057,0.511856079,0.887149096,0.101182938,33
O,1.081498861,1.582098961,S,1.232156992,0.795879126,-0.150658131,0.786219835,33
O,0.645267963,1.114171028,S,2.100398064,0.645658016,-1.455130101,0.468513012,33
O,1.013544083,1.247829914,S,0.610307932,1.865980864,0.403236151,-0.61815095,33
O,0.863047838,1.030073881,S,0.394696951,0.612247944,0.468350887,0.417825937,33
O,1.182280064,0.511492968,S,0.49319315,0.511955023,0.689086914,-0.000462055,33
O,1.180681944,0.444660902,S,0.578332901,0.595970154,0.602349043,-0.151309252,34
O,0.578836203,0.394810915,S,0.378432035,1.431401968,0.200404168,-1.036591053,34
O,0.529810905,1.147548914,S,1.48309207,0.578826904,-0.953281165,0.56872201,34
O,0.31071806,0.345181942,S,0.746444941,0.578356028,-0.435726881,-0.233174086,34
O,1.081866026,0.712395191,S,0.345901012,0.394752026,0.735965014,0.317643165,34
O,0.71382308,0.51130414,S,0.478868008,0.595255136,0.234955072,-0.083950996,34
O,1.281889915,0.478579998,S,0.445287943,1.130414963,0.836601972,-0.651834965,34
O,1.581737041,0.46115303,S,0.931301117,1.080563068,0.650435924,-0.619410038,34
O,0.645105124,0.696108103,S,0.362869024,0.377759218,0.2822361,0.318348885,34
O,0.360765934,0.402987957,S,0.329339981,1.28062582,0.031425953,-0.877637863,34
O,3.05322814,0.629168034,S,2.667154074,1.063691854,0.386074066,-0.43452382,35
O,0.794687986,0.712786913,S,3.369617939,0.929914951,-2.574929953,-0.217128038,35
O,0.546753883,0.629199028,S,2.918005943,0.545828819,-2.37125206,0.083370209,35
O,2.451992989,0.762840033,S,1.047031879,0.428071976,1.40496111,0.334768057,35
O,1.600430965,0.611828089,S,12.41779709,0.5951581,-10.81736613,0.016669989,35
O,1.549020052,1.03013587,S,1.265532017,0.813076973,0.283488035,0.217058897,35
O,1.265930891,0.561832905,S,1.583269119,0.662573099,-0.317338228,-0.100740194,35
O,0.595297098,0.847236872,S,0.762852907,0.612580061,-0.167555809,0.234656811,35
O,0.327708006,0.645670891,S,0.327687979,0.512130976,2.0027E-05,0.133539915,35
O,0.547081947,0.762785912,S,1.047099113,0.69600606,-0.500017166,0.066779852,35
O,1.951382875,1.230849981,S,2.95261693,0.595481873,-1.001234055,0.635368108,36
O,0.446155071,0.478740931,S,0.896965027,0.545327187,-0.450809956,-0.066586256,36
O,0.630028009,0.545502901,S,0.580065966,0.478883028,0.049962043,0.066619873,36
O,0.362720013,0.411741972,S,0.379556894,1.146699905,-0.016836881,-0.734957933,36
O,0.37976408,0.3947649,S,1.917975187,0.37805891,-1.538211107,0.01670599,36
O,0.445365191,0.561907053,S,0.764595985,0.444937944,-0.319230794,0.116969109,36
O,1.080264807,0.428077936,S,1.280846119,0.344552994,-0.200581312,0.083524942,36
O,0.4634161,1.264780045,S,0.344406843,0.311485052,0.119009257,0.953294993,36
O,0.411480188,0.394804955,S,0.396446943,0.462023973,0.015033245,-0.067219018,36
O,0.327556849,0.395222187,S,1.064383984,0.54482007,-0.736827135,-0.149597883,36
O,0.545403004,0.478754997,S,0.329565048,0.310875893,0.215837956,0.167879104,37
O,0.311824083,0.344599009,S,0.727483034,0.378572226,-0.415658951,-0.033973217,37
O,0.413201094,0.344667912,S,0.34632802,1.214081049,0.066873074,-0.869413137,37
O,0.547015905,0.428065062,S,0.544978142,0.495429039,0.002037763,-0.067363977,37
O,0.346539974,0.361605883,S,1.34799099,1.080263138,-1.001451016,-0.718657255,37
O,0.443892002,0.442372084,S,0.645401001,0.495202065,-0.201508999,-0.052829981,37
O,0.496541023,0.512009859,S,0.83093214,0.829384089,-0.334391117,-0.31737423,37
O,0.545248032,0.479034901,S,0.643923044,0.478513002,-0.098675012,0.000521899,37
O,0.177994967,0.227189064,S,0.375745058,0.579560995,-0.197750091,-0.352371931,37
O,0.34486413,0.327624083,S,2.284165859,0.427609921,-1.939301729,-0.099985838,37
O,0.999068975,0.278503895,S,0.42865181,0.730022907,0.570417165,-0.451519012,38
O,0.847146988,0.47634697,S,1.300198793,0.362426996,-0.453051805,0.113919974,38
O,0.71311307,0.311675072,S,0.478559017,1.182208061,0.234554053,-0.870532989,38
O,0.396413088,0.478641987,S,3.905788898,0.696640968,-3.50937581,-0.217998981,38
O,0.327523947,0.378874063,S,1.216946125,0.328151941,-0.889422178,0.050722122,38
O,1.31593895,0.763320208,S,0.246000051,0.511902094,1.069938899,0.251418114,38
O,0.312849045,1.064436197,S,0.328045845,0.546247005,-0.0151968,0.518189192,38
O,0.397156,2.82167697,S,1.400667191,0.378340006,-1.003511191,2.443336964,38
O,0.379901886,0.998003006,S,0.747527122,0.277909994,-0.367625236,0.720093012,38
O,0.646802902,0.395577908,S,1.01583004,0.378461123,-0.369027138,0.017116785,38
O,0.528867006,0.73001194,S,1.330569983,0.729700089,-0.801702977,0.000311851,39
O,0.980971098,0.813896894,S,1.014272928,0.562854052,-0.03330183,0.251042842,39
O,1.985139132,0.528763056,S,3.509867907,0.461813927,-1.524728775,0.066949129,39
O,1.149725914,0.562554836,S,0.830817938,0.528919935,0.318907976,0.033634901,39
O,0.429623842,0.394208908,S,0.396513939,0.529506922,0.033109903,-0.135298014,39
O,1.835500956,0.629405975,S,1.734511852,0.429219961,0.100989104,0.200186014,39
O,0.395512104,0.512322903,S,1.61674881,0.596415997,-1.221236706,-0.084093094,39
O,0.580750942,0.44521594,S,0.480443954,0.461685181,0.100306988,-0.016469241,39
O,0.413305044,0.361557007,S,0.445247889,0.696301222,-0.031942845,-0.334744215,39
O,0.412176847,0.428543806,S,0.395023823,0.472659826,0.017153024,-0.04411602,39
O,0.463356972,3.237390995,S,0.696666002,4.808693171,-0.23330903,-1.571302176,40
O,1.682672024,0.679066896,S,0.395623922,0.729323149,1.287048102,-0.050256253,40
O,0.462909937,2.535305977,S,0.411985874,2.116710901,0.050924063,0.418595076,40
O,0.446581841,2.501411915,S,2.200215101,0.579079151,-1.75363326,1.922332764,40
O,0.379490852,1.314896107,S,0.594511032,1.898917913,-0.21502018,-0.584021806,40
O,0.560772181,0.528566837,S,0.895906925,1.665704012,-0.335134744,-1.137137175,40
O,0.461847067,0.644621134,S,1.114935875,0.612175941,-0.653088808,0.032445193,40
O,0.662768126,0.428297043,S,0.62757206,1.9335289,0.035196066,-1.505231857,40
O,0.311275959,0.595671892,S,0.461264133,0.913167953,-0.149988174,-0.317496061,40
O,0.310986042,0.612529039,S,0.275331974,0.595335007,0.035654068,0.017194032,40
O,0.329483986,0.377857924,S,1.048198938,0.327813864,-0.718714952,0.05004406,41
O,0.311424971,0.409467936,S,0.279412031,0.829317808,0.03201294,-0.419849872,41
O,0.42991209,0.428170919,S,0.329066992,0.696368217,0.100845098,-0.268197298,41
O,0.344585896,1.71546793,S,0.295767069,0.712249041,0.048818827,1.003218889,41
O,0.79699111,0.862672091,S,0.461280107,0.444807053,0.335711003,0.417865038,41
O,0.429480076,0.411975861,S,0.528846979,0.495051146,-0.099366903,-0.083075285,41
O,1.378168106,0.411569834,S,0.312721014,0.695214987,1.065447092,-0.283645153,41
O,0.362914085,0.328336,S,0.712558985,0.846200943,-0.3496449,-0.517864943,41
O,0.444568872,0.512012005,S,0.344734907,0.712358952,0.099833965,-0.200346947,41
O,0.361315012,0.412047863,S,0.680759907,0.640779972,-0.319444895,-0.228732109,41
O,3.474524975,1.014414787,S,2.873481035,2.253480911,0.60104394,-1.239066124,42
O,2.622619867,2.085622072,S,1.86948204,0.595555067,0.753137827,1.490067005,42
O,4.731519938,2.068622112,S,2.67296505,0.830600977,2.058554888,1.238021135,42
O,1.316977024,0.512537003,S,2.672341824,1.617335081,-1.3553648,-1.104798078,42
O,0.229504108,0.395390034,S,1.06434989,0.579671144,-0.834845782,-0.18428111,42
O,0.190207005,0.194534779,S,1.566017866,0.596330881,-1.375810861,-0.401796102,42
O,0.346387148,0.261257887,S,0.27362895,0.261085033,0.072758198,0.000172854,42
O,0.310828924,0.730616093,S,0.52927804,0.244309902,-0.218449116,0.486306191,42
O,0.224407196,0.194355965,S,0.312449932,0.361695051,-0.088042736,-0.167339086,42
O,0.378931046,0.32820797,S,0.346074104,0.344715118,0.032856942,-0.016507148,42
O,0.511588097,0.629251003,S,0.329057932,0.461942911,0.182530165,0.167308092,43
O,0.563439846,0.528556108,S,0.512945175,1.130990982,0.050494671,-0.602434874,43
O,0.712466955,0.394497156,S,0.846544027,0.762149096,-0.134077072,-0.36765194,43
O,0.493595839,0.478669882,S,0.5122931,0.561913967,-0.018697261,-0.083244085,43
O,0.361997843,0.444408178,S,0.379709005,0.478697062,-0.017711162,-0.034288884,43
O,0.628784895,0.495656967,S,0.529051065,0.511592865,0.09973383,-0.015935898,43
O,0.475387812,0.345047951,S,1.264391899,0.377959013,-0.789004087,-0.032911062,43
O,0.428071022,0.428375006,S,0.292553902,0.529081106,0.13551712,-0.1007061,43
O,1.716979027,0.427772999,S,0.443886995,0.495207071,1.273092032,-0.067434072,43
O,0.529971838,0.395182848,S,0.442810059,2.250403881,0.087161779,-1.855221033,43
O,0.596672058,0.578922033,S,0.730498075,0.561750174,-0.133826017,0.017171859,44
O,0.629184008,0.997164965,S,0.913389921,1.314494848,-0.284205913,-0.317329883,44
O,1.330971003,0.829315901,S,0.714251995,0.545586824,0.616719008,0.283729077,44
O,0.662770033,1.665381908,S,0.379441977,0.478355885,0.283328056,1.187026023,44
O,0.496454954,0.395400047,S,0.595232964,0.495534897,-0.09877801,-0.10013485,44
O,0.412998915,0.478306055,S,0.76455617,0.495496988,-0.351557255,-0.017190933,44
O,0.496694803,0.428400993,S,0.428729057,0.495133162,0.067965746,-0.066732169,44
O,0.479713202,0.42859602,S,0.679062843,0.913547993,-0.199349641,-0.484951973,44
O,0.695732117,0.695946932,S,0.312412024,0.612758875,0.383320093,0.083188057,44
O,0.696880817,0.462126017,S,0.680544138,0.394724846,0.016336679,0.067401171,44
O,0.564247131,2.620002985,S,2.183602095,1.716546059,-1.619354964,0.903456926,45
O,3.056113958,1.683017969,S,4.210313082,0.930464983,-1.154199124,0.752552986,45
O,2.469310999,6.935474873,S,2.670219898,0.562206984,-0.200908899,6.373267889,45
O,1.833752155,0.779630899,S,3.569752932,0.445245981,-1.736000777,0.334384918,45
O,2.969768047,0.478916883,S,0.577272892,8.674999952,2.392495155,-8.196083069,45
O,3.288466215,1.767359018,S,2.518106937,4.241919041,0.770359278,-2.474560023,45
O,4.176891804,1.783465862,S,1.833594084,3.054596901,2.34329772,-1.271131039,45
O,1.618025064,0.997498035,S,0.463150978,0.947273016,1.154874086,0.050225019,45
O,1.19790411,0.746400118,S,1.231523991,2.218487024,-0.033619881,-1.472086906,45
O,0.510632992,0.444905043,S,0.595380068,0.562453985,-0.084747076,-0.117548942,45
O,2.670488119,1.414196014,S,0.579632044,0.528891087,2.090856075,0.885304927,46
O,0.528778076,0.512094021,S,1.765791893,1.599200964,-1.237013817,-1.087106943,46
O,7.147079229,0.360975027,S,0.929910898,0.445325136,6.217168331,-0.084350109,46
O,0.378956079,0.478922844,S,0.72955513,1.230663061,-0.350599051,-0.751740217,46
O,2.801986933,0.763234138,S,1.064620018,0.662602186,1.737366915,0.100631952,46
O,3.67315197,0.428570032,S,1.6668818,0.829657078,2.00627017,-0.401087046,46
O,0.612140179,0.444930077,S,0.595783949,0.612071037,0.01635623,-0.16714096,46
O,3.004697084,0.377972126,S,4.791980982,0.512179852,-1.787283898,-0.134207726,46
O,0.712163925,0.444959879,S,2.202147961,0.595430851,-1.489984036,-0.150470972,46
O,0.411314964,0.612656832,S,0.629439831,0.544999838,-0.218124867,0.067656994,46
O,3.005643845,0.411864996,S,2.538218975,0.412830114,0.46742487,-0.000965118,47
O,1.616908789,0.445616007,S,1.834759951,0.864197016,-0.217851162,-0.418581009,47
O,2.605870008,0.445552826,S,0.429831028,0.49575901,2.17603898,-0.050206184,47
O,3.239876032,0.562959909,S,4.714546919,0.69580698,-1.474670887,-0.132847071,47
O,1.248991966,0.244340181,S,2.303054094,0.512490988,-1.054062128,-0.268150807,47
O,0.212775946,0.194668055,S,0.211351156,0.14428401,0.00142479,0.050384045,47
O,0.177130938,0.19498086,S,0.145451069,0.227505922,0.031679869,-0.032525062,47
O,0.311305046,0.32831502,S,0.22902894,0.244462013,0.082276106,0.083853007,47
O,0.279644012,0.461971998,S,0.245095968,0.495426178,0.034548044,-0.03345418,47
O,0.195639133,0.194474936,S,0.243829966,0.240659952,-0.048190833,-0.046185016,47
O,0.731591225,0.512144804,S,0.613894939,0.562530041,0.117696286,-0.050385237,48
O,0.395030975,0.428228855,S,0.662633181,0.511753082,-0.267602206,-0.083524227,48
O,0.329970121,0.495398045,S,0.363535166,0.512386084,-0.033565045,-0.016988039,48
O,0.645457983,0.663507223,S,0.346647978,0.345050097,0.298810005,0.318457126,48
O,0.412037849,0.445377111,S,0.362257957,2.754298925,0.049779892,-2.308921814,48
O,0.396028042,0.47923398,S,0.444685936,0.580195904,-0.048657894,-0.100961924,48
O,0.462719202,1.265498161,S,0.546751976,0.428804159,-0.084032774,0.836694002,48
O,0.513909101,0.512448072,S,0.329578161,0.562958956,0.18433094,-0.050510884,48
O,1.133099794,0.579407215,S,0.294487,0.41216898,0.838612794,0.167238235,48
O,0.430026054,0.512696981,S,0.363274097,0.445104122,0.066751957,0.067592859,48
O,0.428799868,0.594847918,S,0.396507978,2.336395025,0.03229189,-1.741547107,49
O,0.997921944,0.529356956,S,0.528632164,0.513396025,0.46928978,0.015960931,49
O,0.262397051,0.562926054,S,0.798485041,1.098255873,-0.53608799,-0.535329819,49
O,1.33239603,0.529511213,S,1.367825985,0.479198933,-0.035429955,0.05031228,49
O,0.647298098,0.696564913,S,0.312978029,0.713685989,0.334320069,-0.017121076,49
O,0.514230967,0.478634119,S,3.156811953,0.529528141,-2.642580986,-0.050894022,49
O,1.133049965,0.562451124,S,2.152193785,0.495305061,-1.01914382,0.067146063,49
O,1.300832033,0.813287973,S,0.377892971,0.377525806,0.922939062,0.435762167,49
O,1.884622812,1.382067919,S,0.36070013,0.947662115,1.523922682,0.434405804,49
O,0.280050039,0.595966101,S,0.396939039,0.345205069,-0.116889,0.250761032,49
O,1.282660007,0.578472853,S,1.215569973,6.547604084,0.067090034,-5.969131231,50
O,0.578568935,0.894964933,S,1.23251605,0.612283945,-0.653947115,0.282680988,50
O,1.750987053,0.545135975,S,3.219944,0.479120016,-1.468956947,0.066015959,50
O,0.831160069,2.266968012,S,0.576094866,2.518056154,0.255065203,-0.251088142,50
O,0.57832098,0.508462191,S,0.998058081,2.28450799,-0.419737101,-1.776045799,50
O,0.996321917,0.445336103,S,0.613917828,0.695442915,0.382404089,-0.250106812,50
O,1.398288012,1.799406052,S,1.481541872,0.879600048,-0.08325386,0.919806004,50
O,0.52976203,0.42849803,S,0.963556051,0.44512701,-0.433794021,-0.01662898,50
O,0.730583191,0.444760084,S,1.783102989,1.130377054,-1.052519798,-0.68561697,50
O,0.579556942,0.511543989,S,0.396382093,0.76265502,0.183174849,-0.251111031,50
O,1.29814887,6.161790848,S,1.548408985,0.529035091,-0.250260115,5.632755757,51
O,0.446223021,3.404631853,S,0.512686014,0.512120008,-0.066462993,2.892511845,51
O,0.764218807,1.263933897,S,0.6954391,0.812938213,0.068779707,0.450995684,51
O,0.964658976,0.712544918,S,1.498036146,0.729671955,-0.53337717,-0.017127037,51
O,0.56336689,0.843690872,S,1.800868988,1.130236864,-1.237502098,-0.286545992,51
O,1.798666954,0.846488953,S,0.56338501,0.612070084,1.235281944,0.234418869,51
O,5.328147173,0.71219492,S,1.89082408,1.832613945,3.437323093,-1.120419025,51
O,0.912795782,1.565533161,S,0.996489048,0.896242857,-0.083693266,0.669290304,51
O,0.679059982,0.929666996,S,0.96318984,0.578584909,-0.284129858,0.351082087,51
O,0.929895878,1.364796162,S,2.033224106,0.812646866,-1.103328228,0.552149296,51
O,0.446580172,0.42868495,S,0.413795233,1.064816952,0.032784939,-0.636132002,52
O,0.478713036,0.479227066,S,0.596073151,0.479290009,-0.117360115,-6.2943E-05,52
O,0.664809942,1.114959955,S,0.380681038,2.353274107,0.284128904,-1.238314152,52
O,0.578780174,1.098322868,S,0.328350067,2.018666029,0.250430107,-0.920343161,52
O,0.547404051,0.646444082,S,1.181817055,2.821615934,-0.634413004,-2.175171852,52
O,0.595967054,1.885015011,S,0.480541945,1.767561913,0.115425109,0.117453098,52
O,0.597460985,1.265781164,S,2.355177879,0.998394012,-1.757716894,0.267387152,52
O,0.545547009,0.462214947,S,0.862742901,3.743035078,-0.317195892,-3.280820131,52
O,0.42997098,1.199058056,S,0.731319904,0.696265936,-0.301348924,0.50279212,52
O,0.545890808,0.829909086,S,0.346354961,0.344943047,0.199535847,0.484966039,52
O,1.516088009,0.646589041,S,1.417393208,0.562886,0.098694801,0.083703041,53
O,4.346594095,0.428417921,S,1.066067934,0.495575905,3.280526161,-0.067157984,53
O,3.474534988,1.11340189,S,0.965459108,2.688199997,2.50907588,-1.574798107,53
O,2.304621935,0.461859941,S,0.545635939,2.135737896,1.758985996,-1.673877955,53
O,2.304776192,1.365895033,S,0.445878029,0.393557072,1.858898163,0.972337961,53
O,0.48060298,0.696406126,S,0.413473129,0.428366899,0.067129851,0.268039227,53
O,0.294039965,2.504232883,S,0.612540007,3.641956806,-0.318500042,-1.137723923,53
O,2.637514114,0.595195055,S,0.329506874,1.31605792,2.30800724,-0.720862865,53
O,8.346127033,0.646236897,S,0.313002825,3.25725913,8.033124208,-2.611022233,53
O,1.518210173,1.365947008,S,1.984704018,0.445645094,-0.466493845,0.920301914,53
O,1.382766008,0.110730171,S,0.79575491,2.033021212,0.587011098,-1.922291041,54
O,0.544939995,3.12018013,S,2.586697102,0.628561974,-2.041757107,2.491618156,54
O,0.395167112,0.361553907,S,1.700396061,0.963316917,-1.305228949,-0.60176301,54
O,0.193915129,0.139561892,S,3.004252195,1.46469903,-2.810337066,-1.325137138,54
O,0.177365065,0.177647114,S,1.899277925,0.595538139,-1.72191286,-0.417891025,54
O,0.430127859,0.327821016,S,1.114223003,0.712514877,-0.684095144,-0.384693861,54
O,0.279170036,0.243886948,S,0.429748058,0.544932842,-0.150578022,-0.301045894,54
O,0.346791983,0.327900887,S,0.228551865,0.277413845,0.118240118,0.050487042,54
O,0.363073826,0.360910892,S,0.37982583,0.324936152,-0.016752004,0.03597474,54
O,0.162044048,0.227693081,S,0.244718075,0.261132002,-0.082674027,-0.033438921,54
O,0.512310982,0.881718874,S,5.315443993,1.451416016,-4.803133011,-0.569697142,
O,0.981197119,5.233299017,S,0.445198059,1.16504097,0.53599906,4.068258047,
O,5.700226069,1.248790979,S,0.91399622,0.41306901,4.786229849,0.835721969,
O,0.713457108,0.865045071,S,0.746190071,0.478648186,-0.032732963,0.386396885,
O,0.897284031,0.630966902,S,1.097788811,0.729920149,-0.20050478,-0.098953247,
O,1.031213999,0.530647039,S,0.34472084,0.430496931,0.686493159,0.100150108,
O,0.394649029,0.747343063,S,0.395671129,0.397040844,-0.0010221,0.350302219,
O,1.181766033,0.445276022,S,0.494924068,0.413537025,0.686841965,0.031738997,
O,0.328307867,0.561784983,S,0.496098042,0.41133213,-0.167790175,0.150452853,
O,0.47933507,0.932245016,S,0.495634079,0.346201897,-0.016299009,0.586043119,
O,0.160990953,0.177146912,S,0.846287012,0.39654088,-0.685296059,-0.219393968,
O,0.144689798,0.15961194,S,0.177716017,0.194142103,-0.033026219,-0.034530163,
O,0.160801888,0.172785044,S,0.459574938,0.31104517,-0.29877305,-0.138260126,
O,0.211062193,0.361616135,S,0.210723162,0.195918798,0.000339031,0.165697337,
O,0.494417191,0.463047028,S,0.812804937,0.47802496,-0.318387746,-0.014977932,
O,0.176863909,0.16041398,S,0.277503014,0.630295038,-0.100639105,-0.469881058,
O,0.161155939,0.177753925,S,0.695846081,0.74603796,-0.534690142,-0.568284035,
O,0.194461823,0.211017132,S,0.863353014,0.377856016,-0.668891191,-0.166838884,
O,0.127650976,0.16226387,S,0.394366026,0.36299181,-0.26671505,-0.20072794,
O,0.161020994,0.138607979,S,0.244621038,0.210886955,-0.083600044,-0.072278976,
O,0.427911997,0.764227867,S,0.929936886,1.933084011,-0.502024889,-1.168856144,
O,0.562423944,1.884461164,S,0.411673784,0.695777893,0.15075016,1.188683271,
O,3.404509068,1.430857897,S,0.595439911,1.531239986,2.809069157,-0.100382089,
O,0.946457148,0.680267096,S,1.548852921,0.511451006,-0.602395773,0.16881609,
O,0.712296009,0.629209995,S,0.69625783,0.711883068,0.016038179,-0.082673073,
O,0.562246084,0.728676081,S,0.628468037,0.697657108,-0.066221953,0.031018973,
O,2.045367956,1.933011055,S,0.477815866,0.378185034,1.56755209,1.554826021,
O,0.411722898,1.013098001,S,1.058880806,0.446877956,-0.647157908,0.566220045,
O,1.699570179,0.545244932,S,1.046219826,1.263785124,0.653350353,-0.718540192,
O,0.511434078,2.568445921,S,0.461491823,0.496891975,0.049942255,2.071553946,
O,0.646364927,0.779696941,S,0.613106012,0.361774921,0.033258915,0.41792202,
O,0.528934956,0.495810986,S,0.528872967,2.185479879,6.1989E-05,-1.689668893,
O,0.328346014,0.379822016,S,0.311423063,0.480139017,0.016922951,-0.100317001,
O,0.395678043,0.864712954,S,0.52904892,0.39654088,-0.133370877,0.468172074,
O,1.297132015,0.261526823,S,0.579926968,0.379770994,0.717205047,-0.118244171,
O,0.612722158,0.631211996,S,0.428609848,0.478649139,0.18411231,0.152562857,
O,0.52916193,0.780951023,S,0.345201969,0.361345053,0.183959961,0.41960597,
O,0.378745079,1.382915974,S,0.578835011,0.509754896,-0.200089932,0.873161078,
O,0.747045994,2.337814808,S,0.39563179,0.614091158,0.351414204,1.72372365,
O,0.328312874,0.396878004,S,0.445519924,0.54696393,-0.11720705,-0.150085926,
O,0.44530797,0.678856134,S,0.494889021,0.328309059,-0.049581051,0.350547075,
O,0.545231104,1.433037996,S,0.345164061,0.27965498,0.200067043,1.153383016,
O,0.412034035,0.446114063,S,0.344988108,0.262615919,0.067045927,0.183498144,
O,0.661839008,0.47890377,S,0.44533515,1.364360094,0.216503858,-0.885456324,
O,0.344289064,0.363178968,S,0.294401884,0.411759138,0.04988718,-0.04858017,
O,0.612535954,0.395706892,S,0.327775002,0.395853996,0.284760952,-0.000147104,
O,0.796116829,0.361605167,S,0.378283978,0.445734024,0.417832851,-0.084128857,
O,0.378556967,0.411354065,S,0.327926874,0.328865051,0.050630093,0.082489014,
O,0.428014994,0.597193956,S,0.377855062,0.378416061,0.050159932,0.218777895,
O,0.646209002,0.485491991,S,0.411293983,0.680646896,0.234915019,-0.195154905,
O,0.378534079,0.780939817,S,0.412075043,1.265737057,-0.033540964,-0.48479724,
O,0.361701965,2.067941904,S,0.557886124,1.030358076,-0.196184159,1.037583828,
O,0.645635128,2.068138123,S,0.495530844,0.496201038,0.150104284,1.571937085,
O,0.428557158,1.36604619,S,2.234265089,2.218580008,-1.805707931,-0.852533818,
O,0.360754967,0.545223951,S,0.411651134,0.763690948,-0.050896167,-0.218466997,
O,0.411132097,2.402748108,S,0.595593214,0.429797173,-0.184461117,1.972950935,
O,0.578722,1.265912056,S,0.428472042,0.561011076,0.150249958,0.70490098,
O,0.494927883,2.300905943,S,0.378054857,0.614058018,0.116873026,1.686847925,
O,0.628797054,0.595235109,S,0.42808485,0.277778864,0.200712204,0.317456245,
O,0.210527897,1.129948139,S,0.41122508,0.328165054,-0.200697183,0.801783085,
O,0.562986851,1.183197021,S,1.566462994,0.581044912,-1.003476143,0.602152109,
O,0.512874126,2.018676996,S,0.529197931,1.164994955,-0.016323805,0.853682041,
O,0.428282976,2.152143955,S,0.613096952,0.781714916,-0.184813976,1.370429039,
O,0.495493174,1.984887123,S,4.913755178,1.968003035,-4.418262004,0.016884088,
O,0.479785919,1.099650145,S,0.357211113,0.463379145,0.122574806,0.636271,
O,0.445315123,2.203985929,S,2.621144056,2.78953886,-2.175828933,-0.585552931,
O,0.328194141,2.806821823,S,0.42799902,6.63815403,-0.099804879,-3.831332207,
O,0.312093973,1.132951021,S,0.344914913,0.66319108,-0.03282094,0.469759941,
O,5.817719936,1.183344126,S,0.361586809,2.070104122,5.456133127,-0.886759996,
O,0.411454916,1.934766054,S,0.394953012,3.459391117,0.016501904,-1.524625063,
O,0.86326313,2.068457842,S,1.4150002,2.268661022,-0.55173707,-0.20020318,
O,0.528851032,2.920796156,S,4.107530832,0.846500158,-3.5786798,2.074295998,
O,1.86668396,0.881350994,S,1.281134129,0.712212086,0.585549831,0.169138908,
O,1.363258839,1.11385417,S,0.444817066,1.51700902,0.918441773,-0.40315485,
O,1.481992006,0.462227106,S,1.615631104,2.302429914,-0.133639098,-1.840202808,
O,0.528654099,1.115531921,S,3.00346899,1.265630007,-2.474814891,-0.150098086,
O,0.779027224,2.518651009,S,0.62866497,2.018242121,0.150362254,0.500408888,
O,0.695611,1.717050076,S,1.548699141,4.272964954,-0.853088141,-2.555914878,
O,0.545619965,0.89646697,S,0.395011902,0.797541142,0.150608063,0.098925828,
O,3.254185915,0.862609863,S,1.899737835,0.293998003,1.35444808,0.56861186,
O,1.515120029,3.771893024,S,0.913482904,4.809305906,0.601637125,-1.037412882,
O,1.91646409,1.215950012,S,0.511674166,0.563715935,1.404789924,0.652234077,
O,2.518608809,6.029585838,S,1.297925949,1.316071987,1.22068286,4.713513851,
O,1.080692053,9.959114075,S,0.461847067,1.901310921,0.618844986,8.057803154,
O,1.331207037,2.453257084,S,1.448408842,11.26338911,-0.117201805,-8.810132026,
O,0.512210131,3.204252005,S,0.411894798,0.511487007,0.100315333,2.692764998,
O,3.170610905,0.81304884,S,0.461050034,1.933289051,2.709560871,-1.120240211,
O,0.645852089,3.321079016,S,0.561860085,0.561766863,0.083992004,2.759312153,
O,0.562348843,0.979974031,S,0.411877155,0.66249299,0.150471688,0.317481041,
O,0.662294149,1.177489042,S,0.311283112,1.065103054,0.351011037,0.112385988,
O,2.585250854,0.912951946,S,0.946700096,4.206827879,1.638550758,-3.293875933,
O,3.002891064,7.015555143,S,0.495068073,2.317829132,2.507822991,4.697726011,
O,1.130270004,2.369153023,S,0.377882957,0.979887009,0.752387047,1.389266014,
O,0.478040934,2.534989834,S,0.54551816,0.64556694,-0.067477226,1.889422894,
O,0.779872894,0.745337963,S,0.712146997,0.446437836,0.067725897,0.298900127,
O,0.52888298,0.947891951,S,0.695487022,0.428314209,-0.166604042,0.519577742,
O,0.545217991,1.014750004,S,0.612421989,0.444686174,-0.067203998,0.57006383,
O,1.264008999,0.461915016,S,0.946382999,1.416337967,0.317626,-0.954422951,
O,2.116869926,0.795951128,S,1.197430849,0.496345043,0.919439077,0.299606085,
O,0.561662912,1.215329885,S,0.511919022,0.544896126,0.04974389,0.670433759,
O,1.932590961,2.552007198,S,4.574790001,0.92968297,-2.64219904,1.622324228,
O,0.545300007,0.79573679,S,0.545100927,1.416062117,0.00019908,-0.620325327,
O,0.913014889,1.198800087,S,1.782982111,0.628762007,-0.869967222,0.57003808,
O,0.42810607,0.412944078,S,0.578675032,0.813763857,-0.150568962,-0.400819779,
O,0.46160984,1.148396015,S,1.782892942,0.81300807,-1.321283102,0.335387945,
O,0.77877593,1.498862028,S,0.712040901,0.546905041,0.066735029,0.951956987,
