RCtype,Par,ParFac,RC1,RC2,RC1fac,RC2fac,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_NinRC2.rt,regionExp_response_VinRC2.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R34,log_R78,log_VinRC2,log_NinRC2,CORR,OO%COR,OS%COR,SO%COR,SS%COR,%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
OO,P,0.5,O,O,-0.5,-0.5,18,70,88,25,1,0,0,0,match,0.443758011,0.37905097,0.409174919,1.331439018,0.510891914,0.345837116,0.526962996,0.444958925,0.526962996,0.444958925,0.458776236,0.359312057,y,2.444895029,2.647146206,2.578697612,2.611909005,3.12432128,2.708329029,2.538871601,2.72178012,2.648319922,2.661600914,2.555471791,3.240702457,2.987631377,2.648319922,2.72178012,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SS,P,0.5,S,S,0.5,0.5,5,17,22,25,1,0,0,0,mismatch2,0.459319115,0.295345068,0.310749054,0.309547901,0.376276016,0.378967047,0.395137072,0.610638142,0.610638142,0.395137072,0.609539032,0.592863083,n,5.853183985,2.662114519,2.470329723,2.492409815,2.490727863,2.575506537,2.578601448,2.596747777,2.785783928,2.785001521,2.772954408,2.792599649,3.002500929,2.596747777,2.785783928,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,11,43,54,25,1,0,0,0,mismatch1,0.476506948,0.67980504,0.595690012,0.559045076,0.443444014,0.395578861,0.644496918,0.528568029,0.644496918,0.528568029,2.999531984,0.526149035,n,2.544132233,2.678069238,2.83238438,2.775020318,2.747446827,2.646838797,2.597233076,2.809220845,2.723100891,3.477053497,2.721108778,3.062482363,3.069322058,2.723100891,2.809220845,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
OS,NP,-0.5,O,S,-0.5,0.5,2,8,10,25,0,0,1,0,mismatch1,0.476761103,0.345499992,0.276036024,2.234173059,0.410705805,0.462780952,1.966489077,1.146006823,1.146006823,1.966489077,0.608870983,0.62648797,n,3.021934032,2.678300816,2.538448042,2.440965763,3.349116811,2.613530841,2.665375475,3.293691538,3.059187203,2.784525277,2.796912736,3.399709897,3.493108788,3.293691538,3.059187203,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SS,P,0.5,S,S,0.5,0.5,7,25,32,25,0,0,1,0,mismatch1,0.526762009,0.362000942,0.328056097,0.991382837,0.326094866,0.261970997,0.36143589,2.616924047,2.616924047,0.36143589,0.358232021,0.392175198,n,1.348445892,2.721614445,2.558709701,2.515948114,2.996241396,2.513343961,2.418253213,2.558031275,3.417791118,2.554164403,2.593480124,3.120389295,3.473977181,2.558031275,3.417791118,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SS,P,0.5,S,S,0.5,0.5,9,33,42,25,1,0,0,0,mismatch2,0.558316946,0.696649075,0.344298124,1.897655964,0.293020964,0.312288046,0.428287029,0.660750151,0.660750151,0.428287029,0.4883461,0.442448854,n,1.471930981,2.74688081,2.843014065,2.536934656,3.27821748,2.466898693,2.49455536,2.631734922,2.820037271,2.688727724,2.645863075,3.350626715,3.037042707,2.631734922,2.820037271,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
OS,NP,-0.5,O,S,-0.5,0.5,4,16,20,25,1,0,0,0,mismatch2,0.560456038,0.362380028,2.633317947,0.762545109,2.296165943,0.462922096,0.361305237,0.343296051,0.343296051,0.361305237,0.527598143,0.375634909,n,1.855098963,2.748541552,2.559164254,3.420503299,2.88226554,3.361003271,2.665507911,2.557874257,2.535668808,2.722303258,2.574765946,3.530950168,2.847943433,2.557874257,2.535668808,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
OS,NP,-0.5,O,S,-0.5,0.5,10,40,50,25,0,0,1,0,match,0.593709946,0.428838015,0.826628923,5.193802118,0.343815088,0.262140036,0.394727945,0.693089962,0.693089962,0.394727945,0.559216976,0.492334127,y,3.251136065,2.773574324,2.632293277,2.917310597,3.715485399,2.536324931,2.418533355,2.596297874,2.840789609,2.747580347,2.692259941,3.779627586,3.036556204,2.596297874,2.840789609,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,15,59,74,25,1,0,0,0,mismatch1,0.594040155,0.412714958,0.294637918,0.392745018,0.410094976,0.429122925,0.777667999,0.846315145,0.777667999,0.846315145,0.922786951,0.50940299,n,2.194144964,2.773815803,2.615650209,2.469288637,2.594110685,2.612884449,2.632581716,2.890794228,2.927532113,2.965101445,2.70706149,2.837198747,3.210581517,2.927532113,2.890794228,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,14,54,68,25,1,0,0,0,match,0.594263077,0.529124022,0.458758116,2.936455011,0.377229929,0.379060984,0.593776941,0.545706034,0.593776941,0.545706034,0.542426109,0.961111069,y,3.255710125,2.773978747,2.723557479,2.661583761,3.467823351,2.576606142,2.578709086,2.773623328,2.736958756,2.734340586,2.982773579,3.530867041,3.056707841,2.736958756,2.773623328,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,20,78,98,25,0,0,1,0,mismatch1,0.594465971,0.361548901,1.412467957,1.164127111,3.934956074,0.395646095,0.443202972,0.378155947,0.443202972,0.378155947,0.476728916,0.42642498,n,3.414362192,2.774126999,2.558167046,3.149978604,3.066000404,3.594939889,2.597306884,2.646602664,2.577670935,2.678271495,2.629842638,3.411046171,2.914532977,2.577670935,2.646602664,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SS,P,0.5,S,S,0.5,0.5,13,49,62,25,1,0,0,0,mismatch2,0.627245903,0.496402979,0.812606812,0.393238068,0.409643888,0.329054832,0.545011044,0.743360043,0.743360043,0.545011044,0.408781052,0.342732191,n,3.127500057,2.797437833,2.695834379,2.909880459,2.594655554,2.612406479,2.517268273,2.736405303,2.871199213,2.611490757,2.534954897,3.081291444,3.11004097,2.736405303,2.871199213,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SO,NP,-0.5,S,O,0.5,-0.5,17,67,84,25,0,0,1,0,mismatch2,0.711062908,0.529725075,0.360492945,1.196250916,0.559793949,0.362411022,0.576874971,0.712707996,0.576874971,0.712707996,0.425035954,0.359369993,n,2.30066514,2.851908025,2.724050531,2.55689677,3.077822283,2.7480282,2.559201397,2.761081697,2.852911631,2.628425669,2.555541811,3.192217162,3.110449288,2.852911631,2.761081697,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SS,P,0.5,S,S,0.5,0.5,17,65,82,25,1,0,0,0,mismatch2,1.028679132,0.362416983,0.511405945,0.544097185,0.309017181,0.596336842,1.966398001,0.710560799,0.710560799,1.966398001,0.341841936,0.793845892,n,2.414318085,3.01227993,2.559208541,2.708765772,2.735676479,2.489982626,2.775491641,3.293671424,2.851601244,2.533825339,2.899736202,3.023459526,3.427641687,3.293671424,2.851601244,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,10,38,48,25,1,0,0,0,match,1.446218967,0.746816158,0.576521158,1.799442053,0.444210052,0.39506793,0.575542927,0.763237,0.575542927,0.763237,0.91020298,0.442946911,y,2.319360971,3.160234053,2.873213706,2.76081525,3.255137866,2.647588382,2.596671777,2.760077721,2.882659416,2.959138253,2.646351677,3.375839712,3.126709192,2.882659416,2.760077721,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
SS,P,0.5,S,S,0.5,0.5,11,41,52,25,0,0,1,0,mismatch1,1.462953091,0.546104908,0.378192902,0.659343004,0.543204069,0.362444162,1.782212973,0.360146046,0.360146046,1.782212973,0.458303928,0.509931087,n,3.963867903,3.165230401,2.73727608,2.577713374,2.819111402,2.734963014,2.559241109,3.250959601,2.556478651,2.661153579,2.707511489,3.016003135,3.330892252,3.250959601,2.556478651,1,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,0.8,0.4,0.7,0.9,0.7,0.2,0.6,0.3,0.1,0.3,1.683242467,-0.506694206,1.048801025,2.563103131,1.048801025,3.069797337,0.634441442,1.514302106,2.189936673
OO,P,0.5,O,O,-0.5,-0.5,5,18,23,26,0,1,0,0,match,0.175017118,0.278462887,0.359884024,0.311501026,0.258424997,0.278919935,0.243010998,0.311392069,0.243010998,0.311392069,0.274590969,0.392776966,y,1.915635109,2.243080528,2.444767321,2.556162568,2.493459481,2.41233452,2.445479555,2.385625929,2.493307547,2.43868625,2.594146011,2.826971666,2.743825624,2.493307547,2.385625929,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,9,35,44,26,0,0,1,0,match,0.175398111,0.479718924,0.344089031,0.343415022,0.376079798,2.050702095,0.527050972,0.394884109,0.527050972,0.394884109,0.291476011,0.342396975,y,1.902194023,2.244024912,2.680986851,2.536670828,2.535819289,2.575280005,3.311902575,2.721852619,2.596469657,2.464602817,2.534529919,2.837275263,2.964700341,2.596469657,2.721852619,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,2,7,9,26,0,1,0,0,match,0.175585985,0.461344957,0.277957916,0.241658926,0.177457809,0.312357187,0.226433992,0.44460392,0.226433992,0.44460392,0.459125996,1.545870066,y,1.698426962,2.244489848,2.664025778,2.443979047,2.383202841,2.249095115,2.494651503,2.354941623,2.647973287,2.661931883,3.189172988,2.715683219,2.826747057,2.647973287,2.354941623,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,10,39,49,26,0,1,0,0,match,0.192069054,0.329048872,0.277472019,0.71152401,0.627847195,0.545650005,0.375602961,0.311475992,0.375602961,0.311475992,0.35819602,0.443099022,y,2.282243967,2.283457397,2.517260406,2.443219194,2.85218956,2.797853958,2.736914164,2.574729007,2.493424578,2.554120756,2.646500791,2.995194548,2.837006645,2.493424578,2.574729007,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SS,P,0.5,S,S,0.5,0.5,19,73,92,26,0,0,1,0,match,0.1928339,0.463073015,0.444843054,0.40982008,0.35985899,0.479363918,0.461459875,0.442472935,0.442472935,0.461459875,0.358332157,0.392239809,y,3.969367981,2.285183385,2.665649474,2.648206814,2.612593234,2.556132357,2.680665341,2.664133944,2.645886711,2.554285784,2.593551669,2.931794971,2.95613615,2.664133944,2.645886711,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,1,3,4,26,0,0,1,0,match,0.192855835,0.161601782,0.277426958,0.275453091,0.242330074,0.261907101,0.292513132,0.327928066,0.292513132,0.327928066,0.258382082,0.325327873,y,1.363140106,2.285232783,2.208446145,2.44314866,2.44004765,2.384407315,2.418147273,2.466145368,2.515778588,2.412262393,2.512321274,2.742630918,2.792700628,2.515778588,2.466145368,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,18,71,89,26,0,1,0,0,match,0.209653139,0.212059975,0.160734177,0.42279315,0.260025024,0.26244092,0.276281118,0.294711828,0.276281118,0.294711828,0.342382193,0.492753029,y,2.321362019,2.321501369,2.326458706,2.206108231,2.626127942,2.415015145,2.419031552,2.441351205,2.469397566,2.534511169,2.692629303,2.766061199,2.756630743,2.469397566,2.441351205,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,6,24,30,26,0,0,1,0,match,0.224725962,0.295547009,0.226325989,0.244115114,0.661908865,0.228451967,0.294049025,0.393510103,0.393510103,0.294049025,0.508831024,0.493093967,y,1.829846859,2.351653248,2.470626569,2.354734427,2.387594669,2.820798198,2.358794902,2.468419744,2.594955887,2.706573583,2.692929689,2.67250526,2.837310052,2.468419744,2.594955887,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,10,40,50,26,0,0,1,0,match,0.224976063,0.228430986,0.2421,0.211615086,0.20994091,0.211704016,0.328370094,0.2921381,0.2921381,0.328370094,0.257533073,0.24239397,y,1.395869017,2.352136313,2.358755014,2.383994789,2.325546625,2.322097075,2.325729097,2.516363597,2.4655882,2.41083301,2.384521812,2.65678322,2.792747521,2.516363597,2.4655882,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,15,60,75,26,0,1,0,0,mismatch1,0.226362944,0.190742016,0.258924007,0.194425106,0.276306152,0.278738976,0.29439497,0.44374299,0.44374299,0.29439497,0.340677977,0.342627048,n,0.944472075,2.354805334,2.280446368,2.413172319,2.288752344,2.441390555,2.4451977,2.468930385,2.647131505,2.53234406,2.534821644,2.65643277,2.86813754,2.468930385,2.647131505,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SS,P,0.5,S,S,0.5,0.5,16,61,77,26,0,1,0,0,mismatch1,0.242782116,0.378665924,0.344740868,0.292912006,0.440920115,0.345789909,0.427597046,0.343490839,0.343490839,0.427597046,0.493206024,0.660356998,n,4.38549304,2.385216692,2.578256225,2.537492771,2.466737173,2.644359912,2.538812315,2.631034696,2.535915159,2.693028372,2.819778785,2.804584321,2.88710388,2.631034696,2.535915159,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
OO,P,0.5,O,O,-0.5,-0.5,1,2,3,26,0,1,0,0,match,0.259475946,0.194643974,0.19186902,0.210757017,0.476470947,0.262039185,0.293035984,0.327977896,0.293035984,0.327977896,0.341336012,0.342593908,y,1.31217885,2.414097104,2.289240963,2.283004857,2.323782043,2.678036425,2.41836624,2.466920954,2.515844576,2.53318211,2.534779636,2.604901856,2.793101307,2.515844576,2.466920954,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,14,55,69,26,0,1,0,0,match,0.259763956,0.328588009,0.210724115,0.242032051,0.360821962,0.746390104,0.343950033,0.645464897,0.343950033,0.645464897,0.375020027,0.375544071,y,1.849627018,2.41457889,2.516651711,2.323714239,2.383872881,2.557292964,2.872965873,2.536495355,2.809872629,2.574054461,2.57466091,2.655864374,2.995378459,2.809872629,2.536495355,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,5,19,24,26,0,0,1,0,match,0.274876833,0.429389,0.210875988,0.39269805,0.47675705,0.295511007,0.12530899,0.495423079,0.12530899,0.495423079,0.391746998,0.426082134,y,1.034749985,2.439138138,2.632850915,2.32402713,2.594058745,2.678297124,2.470573662,2.09798223,2.694976234,2.593005677,2.629493324,2.780730551,2.792904183,2.694976234,2.09798223,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,13,51,64,26,0,0,1,0,mismatch2,0.276034832,0.345609188,0.311196089,0.393026829,0.426177979,0.362493992,1.194608927,0.478787899,1.194608927,0.478787899,0.52311182,0.442847967,n,2.585543871,2.440963888,2.53858528,2.49303413,2.594422197,2.629591006,2.559300813,3.077225756,2.680143165,2.718594533,2.646254655,2.847710155,3.223598941,2.680143165,3.077225756,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,6,23,29,26,0,1,0,0,match,0.291940928,0.228314877,0.1606071,0.326916933,0.227003098,0.278796911,0.259397984,0.361500978,0.259397984,0.361500978,0.325166941,0.392524958,y,2.266486883,2.465294984,2.358534211,2.20576474,2.514437416,2.356031784,2.445287958,2.413966596,2.558109477,2.512106385,2.593867276,2.68799603,2.793020934,2.558109477,2.413966596,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
OO,P,0.5,O,O,-0.5,-0.5,13,50,63,26,0,1,0,0,mismatch2,0.292467833,0.328889132,0.310033083,0.411365032,0.326087952,0.763505936,0.34218502,0.327438831,0.34218502,0.327438831,0.308372021,0.325927019,n,1.487160206,2.466078107,2.517049523,2.491408039,2.614227372,2.513334753,2.882812418,2.534260993,2.515130181,2.489074967,2.513120365,2.858175003,2.825830914,2.515130181,2.534260993,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SS,P,0.5,S,S,0.5,0.5,15,57,72,26,0,0,1,0,match,0.292668104,0.245568991,0.428277969,0.359391928,0.292890072,0.362643957,0.461555958,0.443643093,0.443643093,0.461555958,0.441570997,0.342358112,y,1.294028044,2.466375394,2.390173526,2.631725734,2.555568319,2.466704651,2.559480445,2.664224361,2.647033724,2.645000541,2.534480623,2.896344248,2.95674409,2.664224361,2.647033724,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,18,72,90,26,0,0,1,0,match,0.292947054,0.278720856,0.275789022,0.293774128,0.27777791,0.262212038,0.277486086,0.276253939,0.276253939,0.277486086,0.325182199,0.359143972,y,1.372570992,2.466789135,2.445169467,2.440576975,2.468013546,2.443697706,2.418652626,2.443241211,2.441308479,2.512126764,2.555268581,2.755541883,2.743305916,2.443241211,2.441308479,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
OS,NP,-0.5,O,S,-0.5,0.5,19,76,95,26,0,1,0,0,mismatch1,0.293395042,0.329074144,0.258818865,1.599266052,0.743889809,0.395686865,0.528162003,0.693099976,0.693099976,0.528162003,0.358321905,0.325670004,n,4.021310091,2.467452771,2.51729376,2.412995928,3.203920718,2.871508609,2.597351634,2.722767154,2.840795884,2.554273358,2.512777759,3.269065558,3.086808837,2.722767154,2.840795884,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SS,P,0.5,S,S,0.5,0.5,3,9,12,26,0,0,1,0,mismatch1,0.359931946,0.311931133,1.180809021,0.443451881,0.392822981,0.546480894,0.394649982,0.459131002,0.459131002,0.394649982,0.575402021,0.409574032,n,3.820045948,2.556220394,2.494058723,3.072179662,2.646846501,2.594196887,2.737574983,2.596212087,2.661936619,2.759971383,2.612332414,3.21065579,2.931346478,2.596212087,2.661936619,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SS,P,0.5,S,S,0.5,0.5,12,45,57,26,0,1,0,0,mismatch1,0.393223047,0.495620966,1.598788977,2.031785965,0.440246105,1.516009092,0.411190033,0.510587931,0.510587931,0.411190033,1.078971148,0.409030199,n,3.017385006,2.594638964,2.69514967,3.203791145,3.307877956,2.643695522,3.180701806,2.614042579,2.708070545,3.033009832,2.611755373,3.559975406,2.964626322,2.614042579,2.708070545,1,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,0.3,0.5,0.9,0.5,0.55,0.7,0.5,0.1,0.5,0.45,-1.048801025,0,2.563103131,0,0.251322694,0,-3.611904157,-2.563103131,-1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,2,7,9,27,0,1,0,0,match,0.509924173,0.495615005,1.130260944,0.794439077,0.761793852,0.663048983,0.744431973,0.612375975,0.744431973,0.612375975,0.96038413,0.559598923,y,2.462363958,2.7075056,2.695144446,3.053178721,2.900060598,2.881837463,2.821545613,2.871825018,2.787018144,2.982444975,2.74787687,3.284363051,3.132518379,2.787018144,2.871825018,1,0.8,0.6,0.9,0.9,0.8,0.2,0.4,0.1,0.1,0.2,0.8,0.6,0.9,0.9,0.8,0.2,0.4,0.1,0.1,0.2,1.683242467,0.506694206,2.563103131,2.563103131,1.683242467,2.056408925,-0.879860664,0,1.176548261
