RCtype,Par,ParFac,RC1,RC2,RC1fac,RC2fac,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_NinRC2.rt,regionExp_response_VinRC2.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R34,log_R78,log_VinRC2,log_NinRC2,CORR,OO%COR,OS%COR,SO%COR,SS%COR,%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
SS,P,0.5,S,S,0.5,0.5,7,25,32,12,0,0,1,0,mismatch1,1.512202978,0.379055023,0.812837839,1.162633896,0.977759123,0.546471119,0.979773998,0.426894903,0.426894903,0.979773998,0.625515223,0.50991106,n,3.256696939,3.179610089,2.578702256,2.910003913,3.06544298,2.990231877,2.737567214,2.99112591,2.630320969,2.796237883,2.707494432,3.29567082,3.148191886,2.99112591,2.630320969,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
SO,NP,-0.5,S,O,0.5,-0.5,17,67,84,12,0,0,1,0,mismatch2,1.797740936,0.462851048,0.56167984,0.677945137,2.984178066,0.646187782,2.098048925,0.528927803,2.098048925,0.528927803,0.50906992,0.509465933,n,5.264410019,3.254727108,2.665441251,2.749488836,2.83119455,3.474824734,2.810358742,3.321815611,2.723396396,2.706777436,2.707115149,3.093290318,3.419456225,2.723396396,3.321815611,1,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,0.7,0.5,0.9,0.9,0.75,0.3,0.5,0.1,0.1,0.25,1.048801025,0,2.563103131,2.563103131,1.3489795,2.563103131,-1.514302106,0,1.048801025
OO,P,0.5,O,O,-0.5,-0.5,6,22,28,13,1,0,0,0,match,0.342254877,0.362600088,0.426721811,0.345088005,2.016185045,0.729648113,0.61060214,0.311390162,0.61060214,0.311390162,3.167867184,0.392614126,y,8.22296381,2.534349645,2.559427905,2.630144841,2.537929864,3.304530389,2.863113464,2.785758322,2.493304887,3.500766965,2.593965921,2.887510298,2.964727295,2.493304887,2.785758322,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,11,43,54,13,1,0,0,0,mismatch1,0.34258604,0.479343176,0.34487009,0.575416088,0.84500289,0.562885046,1.747812033,0.411962032,1.747812033,0.411962032,1.311112881,0.472352028,n,4.450813055,2.534769662,2.680646549,2.53765553,2.759982,2.926858194,2.750419711,3.242494725,2.614857192,3.117640084,2.674265784,2.963922899,3.334408322,2.614857192,3.242494725,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,20,79,99,13,0,0,0,1,mismatch2,0.343014956,0.36251092,0.361644983,1.094676971,0.95875001,0.579545021,0.510347843,0.528478861,0.510347843,0.528478861,3.83790803,0.609993935,n,11.82319498,2.535313056,2.559321093,2.558282445,3.039285982,2.981705381,2.763087179,2.707866284,2.72302762,3.584094563,2.785325517,3.163257397,3.016543105,2.72302762,2.707866284,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,11,42,53,13,0,0,0,1,mismatch1,0.359135151,0.362567902,0.425758839,0.545240879,1.513650894,0.495978832,1.56408,0.344646215,1.56408,0.344646215,0.408488035,0.392328978,n,3.327124834,2.555257915,2.559389354,2.629163673,2.736588409,3.180025722,2.695463142,3.194258963,2.537373513,2.61117934,2.593650387,2.987219104,3.280743638,2.537373513,3.194258963,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,2,5,7,13,0,0,0,1,match,0.359713078,0.379215956,0.46210885,0.593827963,0.845179796,0.546265841,1.548584938,1.848106146,1.848106146,1.548584938,0.977283955,0.426297903,y,3.991622925,2.555956228,2.578886603,2.664744286,2.773660644,2.926949107,2.737404044,3.189935031,3.266726911,2.990020769,2.629713196,3.023637931,3.531056051,3.189935031,3.266726911,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OS,NP,-0.5,O,S,-0.5,0.5,12,48,60,13,1,0,0,0,mismatch2,0.392524958,0.479493856,0.460189104,1.331546783,0.657916784,0.412408829,1.548594952,1.112398863,1.112398863,1.548594952,0.309887886,0.476136923,n,1.255964994,2.593867276,2.680783047,2.662936332,3.12435643,2.818170966,2.615327954,3.189937839,3.046260536,2.491204599,2.677731861,3.253273992,3.425043865,3.189937839,3.046260536,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,3,10,13,13,0,0,0,1,mismatch1,0.409954071,0.529927015,0.409633875,1.481823206,0.610388041,2.134873152,1.01095891,1.64903903,1.01095891,1.64903903,2.548455954,0.476170063,n,3.522660017,2.612735203,2.72421606,2.612395864,3.170796392,2.785606016,3.329372076,3.004733504,3.217230935,3.406277132,2.677762088,3.276796491,3.4248813,3.217230935,3.004733504,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,16,63,79,13,0,0,0,1,mismatch2,0.427169085,0.429125071,0.395287991,1.162656069,0.805179834,0.529343843,0.627659082,0.294264078,0.627659082,0.294264078,0.476821899,2.316113949,n,3.495047092,2.630599814,2.632583888,2.596913621,3.065451263,2.905892889,2.723737866,2.797723817,2.468737249,2.678356193,3.364759922,3.19255186,2.964694725,2.468737249,2.797723817,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,18,69,87,13,0,0,0,1,match,0.443299055,0.412630796,0.344474077,0.594199896,0.594721079,0.378919125,1.465166092,1.196205139,1.196205139,1.465166092,1.595759869,0.375795126,y,2.058429956,2.646696805,2.615561638,2.537156545,2.773932571,2.774313332,2.578546526,3.165886859,3.077805664,3.202967539,2.574951143,2.972514776,3.425105458,3.165886859,3.077805664,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,7,26,33,13,0,0,0,1,mismatch1,0.459180117,0.3288939,0.310165882,2.702316046,0.626936913,0.462851048,1.731152058,0.411794901,1.731152058,0.411794901,3.71884203,0.509552956,n,5.919983864,2.661983074,2.517055819,2.491594024,3.43173614,2.797223841,2.665441251,3.238335216,2.614680965,3.570407731,2.707189325,3.47892445,3.331011422,2.614680965,3.238335216,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,15,58,73,13,0,0,0,1,mismatch1,0.459743977,0.429538965,0.359872103,1.297642946,2.031795025,0.663583994,0.995407104,0.511600018,0.995407104,0.511600018,1.662177086,0.34264493,n,11.18352199,2.662516048,2.633002566,2.556148182,3.11315521,3.307879893,2.821895902,2.998000736,2.708930551,3.220677291,2.53484431,3.21945748,3.178115305,2.708930551,2.998000736,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OS,NP,-0.5,O,S,-0.5,0.5,4,16,20,13,1,0,0,0,mismatch2,0.459899902,0.446245909,1.095515013,0.478288889,1.176471949,0.396028996,1.36442399,0.84523201,0.84523201,1.36442399,0.326355934,0.40978694,n,2.261377096,2.662663317,2.649574248,3.039618334,2.679690292,3.070581577,2.597726985,3.134949347,2.926975936,2.513691514,2.612558113,3.196950618,3.344324668,3.134949347,2.926975936,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,7,27,34,13,1,0,0,0,mismatch1,0.476130009,0.663465023,0.763017893,0.727792978,0.476891041,0.412380219,0.560693979,2.551780939,0.560693979,2.551780939,0.542390823,0.459433079,n,4.532958984,2.677725555,2.821818032,2.882534722,2.862007861,2.678419164,2.615297825,2.748725892,3.406843389,2.734312333,2.662222261,3.173422551,3.49310586,3.406843389,2.748725892,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OS,NP,-0.5,O,S,-0.5,0.5,8,32,40,13,1,0,0,0,mismatch2,0.476186991,0.679117203,0.360584021,1.314391851,0.591571808,0.646264076,6.581342936,1.781055927,1.781055927,6.581342936,0.710729122,0.359240055,n,1.785615921,2.677777527,2.831944732,2.557006477,3.118724858,2.772007469,2.810410015,3.818314521,3.250677557,2.851704111,2.555384754,3.224008555,3.922330878,3.818314521,3.250677557,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,1,1,2,13,1,0,0,0,match,0.476466894,0.396079063,0.628770828,0.910782099,0.844598055,2.335211992,0.512416124,0.509714127,0.509714127,0.512416124,3.585880041,0.308601856,y,7.630822182,2.67803273,2.597781886,2.798492384,2.959414486,2.926650077,3.368326312,2.709622787,2.70732667,3.554595757,2.489398534,3.187394624,3.009506242,2.709622787,2.70732667,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,17,65,82,13,1,0,0,0,mismatch2,0.477082014,0.49207592,0.461431026,1.145675898,0.443260908,0.345901966,1.147452116,0.777699947,0.777699947,1.147452116,0.374624014,0.326050043,n,4.797811985,2.678593044,2.692032113,2.664106793,3.059061777,2.646659432,2.53895303,3.059734571,2.890812069,2.573595613,2.513284262,3.206044772,3.284465039,3.059734571,2.890812069,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,18,70,88,13,1,0,0,0,match,0.477288008,0.37937808,0.844187021,3.220738888,0.544484138,0.445668936,0.510515928,0.311403036,0.510515928,0.311403036,0.375162125,0.359493971,y,3.023432016,2.678780523,2.579072234,2.926438671,3.507955517,2.735985232,2.649012364,2.708009297,2.493322842,2.574218987,2.555691611,3.609052634,2.914829001,2.493322842,2.708009297,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,4,15,19,13,0,0,0,1,mismatch2,0.493556976,0.362643003,0.411888123,0.877686977,0.624191999,0.479534149,0.493508101,0.52894187,0.493508101,0.52894187,1.964872122,0.442885876,n,3.641673088,2.693337295,2.559479302,2.614779269,2.943339654,2.795318198,2.68081954,2.693294286,2.723407946,3.293334291,2.64629183,3.110446639,3.009642067,2.723407946,2.693294286,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,10,38,48,13,1,0,0,0,match,0.49368,0.512480974,0.510298967,1.498306036,0.578363895,1.515685081,0.643462181,0.545381069,0.643462181,0.545381069,0.475443125,0.560137987,y,2.976119041,2.693445533,2.709677747,2.707824689,3.175600529,2.762201174,3.180608976,2.808523027,2.736700059,2.677098572,2.748295026,3.30289454,3.075124596,2.736700059,2.808523027,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,2,6,8,13,1,0,0,0,match,0.494331837,0.378809214,0.543767214,2.986515045,0.494287968,0.379307985,0.442648888,0.545686007,0.442648888,0.545686007,1.144608021,0.426189899,y,2.674729109,2.694018582,2.578420534,2.735413019,3.475164707,2.693980039,2.578991985,2.646059378,2.736942817,3.058656785,2.629603152,3.54780943,2.994904129,2.736942817,2.646059378,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,6,21,27,13,0,0,0,1,match,0.542337894,0.412652969,0.41181016,1.129048109,0.494524956,0.295660973,1.381038904,1.914386988,1.914386988,1.381038904,0.292151928,0.426306009,y,5.269609928,2.73426995,2.615584974,2.614697057,3.052712448,2.694188213,2.470794002,3.140205913,3.282029734,2.465608757,2.629721454,3.187762693,3.51791155,3.140205913,3.282029734,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,8,31,39,13,0,0,0,1,mismatch2,0.542749166,0.462714911,0.611938953,0.443658113,0.641245127,0.496167898,4.239122868,0.444964886,4.239122868,0.444964886,0.393520117,0.392549038,n,3.946557045,2.734599165,2.665313495,2.786708099,2.647048428,2.807024078,2.695628662,3.627276004,2.64832574,2.594966939,2.593893917,3.023498174,3.670625023,2.64832574,3.627276004,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,5,17,22,13,1,0,0,0,mismatch2,0.559464931,0.479473114,1.414665937,0.393173933,0.609894991,0.81377387,1.38173604,0.510407925,0.510407925,1.38173604,0.642920017,0.342383146,n,6.95927,2.747772869,2.68076426,3.150653897,2.594584717,2.785255067,2.910503741,3.140425085,2.707917409,2.808156948,2.534512378,3.25715996,3.276954177,3.140425085,2.707917409,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,10,37,47,13,0,0,0,1,match,0.560216188,0.880821228,0.578742981,0.711074114,0.996255875,0.563018084,2.217611074,0.442407131,0.442407131,2.217611074,0.476016045,3.636441946,y,2.694310904,2.748355654,2.944887773,2.762485737,2.851914869,2.998370895,2.750522345,3.345885382,2.645822119,2.677621592,3.560676659,3.110528129,3.424884609,3.345885382,2.645822119,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,15,59,74,13,1,0,0,0,mismatch1,0.560606003,0.613176107,1.381597042,0.489943981,0.510032892,0.412801027,0.794766903,2.61886096,0.794766903,2.61886096,1.294658899,0.376006842,n,2.002538919,2.748657744,2.787585224,3.140381395,2.690146427,2.707598185,2.615740769,2.900239773,3.418112442,3.112155361,2.575195748,3.272199351,3.533216175,3.418112442,2.900239773,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OS,NP,-0.5,O,S,-0.5,0.5,20,80,100,13,1,0,0,0,mismatch2,0.610519171,0.780484915,0.82713604,2.100436926,1.243669033,0.663068056,0.411753178,1.279209852,1.279209852,0.411753178,1.848244905,1.078212023,n,5.018664837,2.785699306,2.892364514,2.917576944,3.322309645,3.094704821,2.821558106,2.61463696,3.106941796,3.266759518,3.03270417,3.466507728,3.228134113,2.61463696,3.106941796,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,19,75,94,13,1,0,0,0,mismatch1,0.610801935,0.562947989,0.39488101,0.410254002,0.510124922,0.429480076,1.863708019,0.444991112,1.863708019,0.444991112,0.508744955,0.660166025,n,3.250383139,2.785900404,2.750468272,2.596466249,2.613052826,2.707676541,2.632943021,3.270377874,2.648351337,2.706500116,2.81965317,2.905868713,3.363367339,2.648351337,3.270377874,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,9,33,42,13,1,0,0,0,mismatch2,0.626752853,0.412580967,0.344712973,0.894893885,0.543236017,0.378703833,2.201544046,0.309497118,0.309497118,2.201544046,0.375396013,0.409554958,n,2.375056982,2.79709632,2.615509189,2.537457628,2.95177154,2.734988556,2.578299701,3.342727379,2.490656609,2.574489656,2.612312188,3.09328397,3.399853832,3.342727379,2.490656609,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,14,53,67,13,0,0,0,1,match,0.627336025,0.408818007,0.411565065,0.392663002,0.828845024,1.248675108,0.495108843,3.587532043,3.587532043,0.495108843,1.027507067,0.559481859,y,4.226917028,2.797500228,2.611530017,2.614438503,2.594019983,2.918473335,3.096449454,2.694700683,3.554795789,3.011784818,2.747786009,2.905379226,3.610941181,2.694700683,3.554795789,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SS,P,0.5,S,S,0.5,0.5,13,49,62,13,1,0,0,0,mismatch2,0.677434921,1.348651886,0.428818941,0.560657024,0.626802921,0.429347038,1.080088854,0.44210887,0.44210887,1.080088854,0.308470011,0.44296217,n,2.473891974,2.83086758,3.129899864,2.63227396,2.748697267,2.797131012,2.632808471,3.033459484,2.645529228,2.489212949,2.646366638,2.995405249,3.182471068,3.033459484,2.645529228,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OS,NP,-0.5,O,S,-0.5,0.5,13,52,65,13,0,0,0,1,match,0.710995913,0.680252075,1.212532043,1.565886021,0.693583965,0.779665947,0.59618783,2.582601786,2.582601786,0.59618783,0.425475121,0.409157038,y,4.26767993,2.851867104,2.832669875,3.083693224,3.194760147,2.841099044,2.891908566,2.775383107,3.412057447,2.62887417,2.611890026,3.443797594,3.502261786,2.775383107,3.412057447,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,3,11,14,13,1,0,0,0,mismatch1,0.725337982,0.914124966,0.529074907,0.861783028,0.827804089,1.014682055,0.960806847,0.511940956,0.960806847,0.511940956,0.876601934,1.312233925,n,3.462854147,2.86054042,2.96100557,2.723517164,2.935397937,2.917927567,3.00632998,2.982636089,2.709219875,2.942802424,3.118011261,3.143282773,3.168128384,2.709219875,2.982636089,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OS,NP,-0.5,O,S,-0.5,0.5,17,68,85,13,0,0,0,1,mismatch2,0.777920008,0.429311991,0.359799147,1.013558865,0.727513075,0.930947065,0.378006935,1.212695122,1.212695122,0.378006935,0.358285904,0.392334223,n,3.459709167,2.890934942,2.632773019,2.556060129,3.005848977,2.861840803,2.968924987,2.577499768,3.083751631,2.554229722,2.593656193,3.137783765,3.201588843,2.577499768,3.083751631,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,19,74,93,13,0,0,0,1,match,0.961967945,0.463106871,1.312283039,0.395811081,1.897776127,0.379379988,0.475769997,0.328101873,0.475769997,0.328101873,0.458570004,0.442969084,y,2.374268055,2.983160601,2.665681225,3.118027516,2.597487948,3.278244979,2.579074418,2.677397051,2.51600871,2.661405643,2.646373417,3.232511798,2.905186832,2.51600871,2.677397051,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
SO,NP,-0.5,S,O,0.5,-0.5,12,47,59,13,0,0,0,1,mismatch2,0.977695942,0.412695169,0.378219843,1.212863922,0.624854088,2.335121155,0.727849007,0.696129084,0.727849007,0.696129084,0.359871149,2.801094055,n,6.671664953,2.990203813,2.615629385,2.57774431,3.083812078,2.795778615,3.368309418,2.862041294,2.842689779,2.556147031,3.447327692,3.201693044,3.153503307,2.842689779,2.862041294,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OS,NP,-0.5,O,S,-0.5,0.5,16,64,80,13,1,0,0,0,mismatch2,1.109047174,0.562972069,0.359779835,1.782774925,0.641516924,0.462678909,3.087069035,0.844300032,0.844300032,3.087069035,0.343478918,0.39248395,n,2.757135153,3.04495002,2.750486849,2.556036818,3.251096517,2.807208118,2.665279703,3.489546342,2.926496806,2.535900086,2.593821902,3.330931931,3.594543816,3.489546342,2.926496806,1,0.9,0.7,1,1,0.9,0.1,0.3,0,0,0.1,0.9,0.7,0.95,0.95,0.9,0.1,0.3,0.05,0.05,0.1,2.563103131,1.048801025,3.289707254,3.289707254,2.563103131,2.240906228,-0.726604123,0,1.514302106
OO,P,0.5,O,O,-0.5,-0.5,13,50,63,14,0,1,0,0,mismatch2,0.109241962,0.161722898,0.159096956,0.261202812,0.15892005,0.328915119,0.158018112,0.127564907,0.158018112,0.127564907,0.174328089,0.125232935,n,0.452264071,2.038389492,2.208771515,2.20166187,2.416977848,2.201178693,2.517083837,2.198706869,2.105731217,2.241367369,2.097718559,2.62355915,2.45573238,2.105731217,2.198706869,1,0.8,0.6,0.8,0.9,0.775,0.2,0.4,0.2,0.1,0.225,0.8,0.6,0.8,0.9,0.775,0.2,0.4,0.2,0.1,0.225,1.683242467,0.506694206,1.683242467,2.563103131,1.510830053,2.056408925,0,0.879860664,1.176548261
OO,P,0.5,O,O,-0.5,-0.5,17,66,83,14,0,1,0,0,mismatch2,0.159125805,0.479687929,0.125895023,0.244259834,1.011674166,0.312364817,0.422446966,0.361426115,0.422446966,0.361426115,0.49216485,0.392477989,n,0.582277775,2.201740614,2.68095879,2.100008562,2.387852058,3.00504066,2.494662111,2.625772195,2.558019529,2.692110594,2.593815306,2.568383452,2.894245751,2.558019529,2.625772195,1,0.8,0.6,0.8,0.9,0.775,0.2,0.4,0.2,0.1,0.225,0.8,0.6,0.8,0.9,0.775,0.2,0.4,0.2,0.1,0.225,1.683242467,0.506694206,1.683242467,2.563103131,1.510830053,2.056408925,0,0.879860664,1.176548261
