RC1,NPorV,REG,log_NPorV,unlogged,Item,Participant
S,V,R3,2.909887084,0.812619209,67,20
S,V,R3,2.648252665,0.444890022,32,20
S,V,R3,2.647809302,0.444436073,92,20
S,V,R3,2.614401519,0.411530018,87,20
S,V,R3,2.709474241,0.512240887,32,21
S,V,R3,2.891791018,0.779454947,52,21
S,V,R3,2.722993919,0.528437853,12,21
S,V,R3,2.578316925,0.378718853,7,21
S,V,R3,2.918739469,0.829353094,92,21
S,V,R3,2.882077569,0.762215137,87,21
S,V,R3,2.750127313,0.562506199,27,21
S,V,R3,2.723293217,0.528802156,72,21
S,V,R3,2.736890443,0.545620203,47,21
S,V,R3,2.798441496,0.628697157,67,21
S,V,R3,3.065969716,1.164044857,47,22
S,V,R3,3.465333641,2.919669151,2,22
S,V,R3,2.892139719,0.780081034,62,22
S,V,R3,2.631646669,0.428200006,82,22
S,V,R3,3.949630178,8.904923201,87,22
S,V,R3,2.722830472,0.528239012,7,22
S,V,R3,2.557160652,0.360712051,27,22
S,V,R3,2.66356431,0.460855007,67,22
S,V,R3,2.952384576,0.89615798,42,22
S,V,R3,2.736928585,0.545668125,22,22
S,V,R3,2.444278819,0.278149843,57,23
S,V,R3,2.357710303,0.227882147,77,23
S,V,R3,2.536106233,0.343641996,22,23
S,V,R3,2.515779851,0.32792902,37,23
S,V,R3,2.577999385,0.378442049,17,23
S,V,R3,2.289647195,0.194826126,2,23
S,V,R3,2.289647195,0.194826126,82,23
S,V,R3,2.417617582,0.261587858,42,23
S,V,R3,2.357488965,0.227766037,97,23
S,V,R3,2.918855189,0.829574108,62,23
S,V,R3,2.61479586,0.411903858,7,24
S,V,R3,2.614467938,0.41159296,97,24
S,V,R3,2.59650689,0.394917965,27,24
S,V,R3,2.648149316,0.444784164,87,24
S,V,R3,2.469480475,0.294768095,47,24
S,V,R3,2.596211039,0.394649029,77,24
S,V,R3,2.577691744,0.378174067,67,24
S,V,R3,2.5746008,0.375492096,37,24
S,V,R3,2.578040697,0.37847805,17,24
S,V,R3,2.694435839,0.494807005,57,24
S,V,R3,2.577382787,0.37790513,57,25
S,V,R3,2.695289831,0.495780945,37,25
S,V,R3,2.577676685,0.378160954,77,25
S,V,R3,2.614413093,0.411540985,87,25
S,V,R3,2.493289258,0.311378956,17,25
S,V,R3,2.537645322,0.344861984,67,25
S,V,R3,3.113291397,1.298049927,47,25
S,V,R3,2.773665701,0.593834877,7,25
S,V,R3,2.74990084,0.562212944,27,25
S,V,R3,2.577975307,0.378421068,97,25
S,V,R3,2.723172387,0.528655052,37,26
S,V,R3,2.695131285,0.495599985,17,26
S,V,R3,2.709776131,0.512597084,77,26
S,V,R3,2.775119386,0.595825911,12,26
S,V,R3,3.180695454,1.515986919,72,26
S,V,R3,2.892115826,0.780038118,97,26
S,V,R3,2.537801423,0.344985962,32,26
S,V,R3,2.723739627,0.529345989,57,26
S,V,R3,2.787509228,0.613068819,92,26
S,V,R3,2.78751497,0.613076925,52,26
S,V,R3,3.013230401,1.030932903,12,27
S,V,R3,2.694537528,0.494922876,47,27
S,V,R3,2.736880765,0.545608044,32,27
S,V,R3,2.998696084,0.997002125,52,27
S,V,R3,2.872730668,0.745985985,92,27
S,V,R3,2.863091325,0.72961092,72,27
S,V,R3,2.695578157,0.496110201,7,27
S,V,R3,2.69448585,0.494863987,87,27
S,V,R3,2.578100333,0.378530025,27,27
S,V,R3,2.842687845,0.696125984,67,27
S,V,R3,2.749880765,0.562186956,82,28
S,V,R3,2.798765827,0.629166842,2,28
S,V,R3,2.762469992,0.578722,87,28
S,V,R3,2.51611221,0.328180075,27,28
S,V,R3,2.416933447,0.261176109,47,28
S,V,R3,3.212425467,1.630892992,22,28
S,V,R3,3.033517384,1.080232859,42,28
S,V,R3,2.749805797,0.56208992,67,28
S,V,R3,2.614065745,0.411211967,62,28
S,V,R3,2.577794953,0.37826395,7,28
S,V,R3,3.113274406,1.297999144,27,29
S,V,R3,3.033605081,1.080451012,87,29
S,V,R3,2.596266133,0.394699097,12,29
S,V,R3,2.709159801,0.511870146,7,29
S,V,R3,2.763062344,0.579511881,32,29
S,V,R3,2.750137252,0.562519073,52,29
S,V,R3,2.798879861,0.629332066,67,29
S,V,R3,2.648208675,0.444844961,72,29
S,V,R3,3.352241419,2.250305176,92,29
S,V,R3,2.749554644,0.561764956,47,29
S,V,R3,2.631632403,0.42818594,52,30
S,V,R3,3.033774674,1.080873013,12,30
S,V,R3,2.927742376,0.846724987,32,30
S,V,R3,2.679465952,0.478041887,92,30
S,V,R3,2.750317053,0.562752008,72,30
S,V,R3,2.631481238,0.428036928,27,30
S,V,R3,2.736655441,0.545325041,87,30
S,V,R3,2.695004239,0.495455027,7,30
S,V,R3,2.614665124,0.411779881,47,30
S,V,R3,2.695511573,0.496034145,67,30
S,V,R3,3.190037119,1.548949003,92,31
S,V,R3,3.263159119,1.832985878,12,31
S,V,R3,2.663165549,0.460432053,22,31
S,V,R3,2.558149002,0.36153388,42,31
S,V,R3,2.632176881,0.428723097,52,31
S,V,R3,2.558158739,0.361541986,72,31
S,V,R3,2.749968058,0.562299967,62,31
S,V,R3,2.723254446,0.52875495,82,31
S,V,R3,2.853171754,0.713135004,2,31
S,V,R3,2.746487833,0.557811975,32,31
S,V,R3,2.665219723,0.462615013,57,32
S,V,R3,2.55891245,0.362169981,67,32
S,V,R3,2.679274219,0.477830887,37,32
S,V,R3,2.595976417,0.394435883,87,32
S,V,R3,2.51650358,0.328475952,47,32
S,V,R3,3.165735315,1.464654922,77,32
S,V,R3,2.70896354,0.51163888,97,32
S,V,R3,2.631775537,0.428327084,17,32
S,V,R3,2.723088354,0.528552771,7,32
S,V,R3,2.77469515,0.595244169,27,32
S,V,R3,2.831593455,0.678568125,17,33
S,V,R3,2.798532563,0.628829002,42,33
S,V,R3,3.046816157,1.113822937,62,33
S,V,R3,2.631620311,0.428174019,22,33
S,V,R3,2.927410361,0.846077919,2,33
S,V,R3,3.078473482,1.198045969,82,33
S,V,R3,2.935961438,0.862901926,37,33
S,V,R3,2.762167336,0.578318834,57,33
S,V,R3,2.66438989,0.461731911,97,33
S,V,R3,2.647936256,0.444566011,77,33
S,V,R3,2.557540833,0.361027956,92,34
S,V,R3,2.596801492,0.395185947,32,34
S,V,R3,2.736497815,0.545127153,72,34
S,V,R3,2.736780551,0.545482159,87,34
S,V,R3,2.57736306,0.377887964,52,34
S,V,R3,2.901105026,0.79635191,7,34
S,V,R3,2.578028113,0.378467083,67,34
S,V,R3,2.557578402,0.361059189,47,34
S,V,R3,2.558601567,0.36191082,27,34
S,V,R3,2.614264372,0.41140008,12,34
S,V,R3,2.901303005,0.796715021,37,35
S,V,R3,2.960866451,0.913832188,57,35
S,V,R3,3.150645919,1.41463995,42,35
S,V,R3,3.072213509,1.180901051,62,35
S,V,R3,2.750020536,0.562367916,77,35
S,V,R3,2.631661904,0.428215027,97,35
S,V,R3,2.852673303,0.71231699,2,35
S,V,R3,2.537147828,0.344467163,17,35
S,V,R3,2.821035753,0.662271023,82,35
S,V,R3,3.026694234,1.06339407,22,35
S,V,R3,3.194684427,1.565613031,67,36
S,V,R3,2.821021213,0.66224885,47,36
S,V,R3,2.6322346,0.428780079,62,36
S,V,R3,2.493544236,0.311561823,7,36
S,V,R3,2.577245769,0.377785921,2,36
S,V,R3,2.516027645,0.328116179,27,36
S,V,R3,2.630989895,0.427552938,82,36
S,V,R3,2.578116472,0.378544092,42,36
S,V,R3,2.629119894,0.425715923,87,36
S,V,R3,2.558065079,0.361464024,22,36
S,V,R3,2.287978371,0.194078922,82,37
S,V,R3,2.41637409,0.260839939,42,37
S,V,R3,2.493545898,0.311563015,57,37
S,V,R3,2.591903415,0.390753984,62,37
S,V,R3,2.558397528,0.361740828,77,37
S,V,R3,2.493566834,0.311578035,37,37
S,V,R3,2.558182797,0.361562014,2,37
S,V,R3,2.515802269,0.327945948,97,37
S,V,R3,3.012837715,1.030001163,17,37
S,V,R3,2.538036968,0.34517312,22,37
S,V,R3,2.762839122,0.579214096,32,38
S,V,R3,2.882786786,0.763460875,2,38
S,V,R3,2.799177228,0.629763126,62,38
S,V,R3,2.493347781,0.311420918,82,38
S,V,R3,2.558663075,0.36196208,42,38
S,V,R3,2.723891391,0.529531002,12,38
S,V,R3,3.180750774,1.516180038,52,38
S,V,R3,1.880945586,0.076023102,22,38
S,V,R3,2.597021528,0.395386219,92,38
S,V,R3,2.88279872,0.763481855,72,38
S,V,R3,2.872893174,0.746265173,57,39
S,V,R3,2.719402558,0.524085999,92,39
S,V,R3,2.750435163,0.562905073,12,39
S,V,R3,2.648822506,0.445474148,37,39
S,V,R3,2.614878304,0.411982059,17,39
S,V,R3,2.558685959,0.361981153,97,39
S,V,R3,2.596792847,0.39517808,32,39
S,V,R3,2.614119628,0.411262989,77,39
S,V,R3,2.558210574,0.36158514,72,39
S,V,R3,2.577924685,0.378376961,52,39
S,V,R3,3.005920175,1.013725042,2,40
S,V,R3,2.679901965,0.478522062,37,40
S,V,R3,2.694857923,0.495288134,77,40
S,V,R3,2.762147999,0.578293085,22,40
S,V,R3,2.842309575,0.695519924,57,40
S,V,R3,3.005962153,1.013823032,62,40
S,V,R3,2.596116313,0.39456296,97,40
S,V,R3,2.596009755,0.394466162,82,40
S,V,R3,2.416908075,0.261160851,17,40
S,V,R3,2.631305581,0.427863836,42,40
S,V,R3,3.101610311,1.263602018,62,41
S,V,R3,2.709283582,0.512016058,32,41
S,V,R3,2.578364221,0.378760099,82,41
S,V,R3,2.41744853,0.261486053,52,41
S,V,R3,2.631908231,0.428457975,42,41
S,V,R3,2.909929258,0.812698126,12,41
S,V,R3,2.594774554,0.393345833,22,41
S,V,R3,2.927960849,0.847151041,2,41
S,V,R3,2.821229111,0.662565947,92,41
S,V,R3,2.516221992,0.328263044,72,41
S,V,R3,3.492262279,3.106435061,17,42
S,V,R3,2.832513981,0.680007935,47,42
S,V,R3,2.665128617,0.462517977,57,42
S,V,R3,2.631816147,0.428367138,7,42
S,V,R3,2.596459694,0.39487505,37,42
S,V,R3,2.648847608,0.445499897,97,42
S,V,R3,2.250632208,0.178086996,77,42
S,V,R3,2.324189628,0.210954905,87,42
S,V,R3,2.249858226,0.177769899,67,42
S,V,R3,2.387361319,0.243983984,27,42
S,V,R3,3.406788931,2.551460981,42,43
S,V,R3,2.749473351,0.561659813,77,43
S,V,R3,3.134906012,1.364287853,2,43
S,V,R3,2.664632462,0.46198988,82,43
S,V,R3,3.501061461,3.17001605,22,43
S,V,R3,3.046810765,1.113809109,97,43
S,V,R3,2.736961222,0.545709133,62,43
S,V,R3,2.680209337,0.478860855,37,43
S,V,R3,2.648617682,0.445264101,17,43
S,V,R3,3.730497947,5.37647891,57,43
S,V,R3,2.664824271,0.462193966,57,44
S,V,R3,2.7476146,0.559261084,37,44
S,V,R3,2.631618135,0.428171873,97,44
S,V,R3,2.798536021,0.628834009,17,44
S,V,R3,2.648049668,0.444682121,77,44
S,V,R3,2.694653416,0.49505496,87,44
S,V,R3,2.631991598,0.42854023,67,44
S,V,R3,2.709223313,0.511945009,7,44
S,V,R3,2.709425118,0.512182951,27,44
S,V,R3,2.577765116,0.378237963,47,44
S,V,R3,3.278773459,1.90008688,17,45
S,V,R3,2.596933266,0.395305872,57,45
S,V,R3,2.968419401,0.92986393,22,45
S,V,R3,2.596820358,0.395203114,82,45
S,V,R3,2.821383798,0.662801981,42,45
S,V,R3,2.596625647,0.395025969,37,45
S,V,R3,3.171030972,1.482623816,77,45
S,V,R3,2.558804367,0.362079859,97,45
S,V,R3,2.93618697,0.863350153,62,45
S,V,R3,3.315440434,2.067475796,2,45
S,V,R3,2.944398238,0.87982893,17,46
S,V,R3,2.632193063,0.428739071,37,46
S,V,R3,3.349142068,2.234302998,97,46
S,V,R3,2.72312048,0.528591871,57,46
S,V,R3,3.234240616,1.714907169,92,46
S,V,R3,2.960432267,0.912919044,12,46
S,V,R3,2.742153839,0.552273035,52,46
S,V,R3,2.648258484,0.444895983,32,46
S,V,R3,3.862550031,7.28702116,72,46
S,V,R3,2.614403532,0.411531925,77,46
S,V,R3,2.775666454,0.596576929,87,47
S,V,R3,3.096513798,1.248860121,92,47
S,V,R3,3.006189542,1.014353991,32,47
S,V,R3,3.230544427,1.700373888,47,47
S,V,R3,2.288725184,0.194412947,52,47
S,V,R3,2.249494619,0.177621126,12,47
S,V,R3,2.288760866,0.194428921,67,47
S,V,R3,2.289104759,0.194582939,7,47
S,V,R3,2.558006351,0.361415148,27,47
S,V,R3,2.325378272,0.21153307,72,47
S,V,R3,2.775641808,0.596543074,87,48
S,V,R3,2.57842272,0.378811121,67,48
S,V,R3,2.821280836,0.662644863,82,48
S,V,R3,2.558325676,0.361680984,42,48
S,V,R3,2.694826145,0.495251894,27,48
S,V,R3,2.695201478,0.495680094,47,48
S,V,R3,2.615523996,0.412595034,7,48
S,V,R3,2.632379467,0.42892313,2,48
S,V,R3,2.998990413,0.997678041,22,48
S,V,R3,2.843068906,0.696737051,62,48
S,V,R3,2.709286008,0.512018919,12,49
S,V,R3,2.649279465,0.445943117,62,49
S,V,R3,2.69546669,0.495982885,32,49
S,V,R3,2.786049727,0.611011982,22,49
S,V,R3,2.558479384,0.361809015,72,49
S,V,R3,2.494101541,0.311961889,92,49
S,V,R3,2.649027,0.445683956,2,49
S,V,R3,2.648648842,0.445296049,42,49
S,V,R3,2.5167853,0.328689098,82,49
S,V,R3,2.493775815,0.311728001,52,49
S,V,R3,2.731642002,0.539066076,22,50
S,V,R3,2.798084124,0.628180027,62,50
S,V,R3,2.596288955,0.394719839,12,50
S,V,R3,2.736644238,0.545310974,42,50
S,V,R3,2.679674921,0.478271961,82,50
S,V,R3,2.935915238,0.862810135,32,50
S,V,R3,2.799292963,0.629930973,52,50
S,V,R3,2.749935647,0.562258005,2,50
S,V,R3,2.694549034,0.494935989,92,50
S,V,R3,2.786845811,0.612133026,72,50
S,V,R3,2.614612566,0.411730051,32,51
S,V,R3,2.415972575,0.260598898,17,51
S,V,R3,2.631793666,0.428344965,97,51
S,V,R3,2.927599276,0.846446037,52,51
S,V,R3,2.468734082,0.294261932,12,51
S,V,R3,3.811581974,6.48010397,57,51
S,V,R3,2.61431999,0.41145277,37,51
S,V,R3,2.821090158,0.662353992,72,51
S,V,R3,2.44443514,0.278249979,92,51
S,V,R3,2.51515706,0.327459097,77,51
S,V,R3,2.250205235,0.177911997,47,52
S,V,R3,2.387848667,0.244257927,22,52
S,V,R3,2.444326093,0.278180122,87,52
S,V,R3,2.538113456,0.345233917,27,52
S,V,R3,2.558609006,0.361917019,67,52
S,V,R3,2.615318664,0.412400007,2,52
S,V,R3,2.614920526,0.412022114,42,52
S,V,R3,2.632564584,0.429105997,82,52
S,V,R3,2.493770168,0.311723948,7,52
S,V,R3,2.873204278,0.746799946,62,52
S,V,R3,2.945153833,0.881361008,32,53
S,V,R3,2.910377883,0.813538074,72,53
S,V,R3,2.469664502,0.294893026,82,53
S,V,R3,2.787427138,0.612952948,42,53
S,V,R3,2.59694872,0.395319939,52,53
S,V,R3,3.07248261,1.181632996,62,53
S,V,R3,2.786163422,0.611171961,22,53
S,V,R3,3.124584058,1.332244873,92,53
S,V,R3,2.999026529,0.997761011,12,53
S,V,R3,2.597020219,0.395385027,2,53
S,V,R3,2.322359874,0.210067987,22,54
S,V,R3,3.189916844,1.548520088,62,54
S,V,R3,2.749373051,0.561530113,82,54
S,V,R3,2.7367908,0.545495033,7,54
S,V,R3,2.515876775,0.328002214,67,54
S,V,R3,2.322641232,0.210204124,2,54
S,V,R3,2.248818456,0.177344799,47,54
S,V,R3,2.15840148,0.144012928,42,54
S,V,R3,2.288193325,0.194175005,87,54
S,V,R3,2.387603577,0.244120121,27,54
O,NP,R3,3.047258898,1.114959002,13,1
O,NP,R3,3.680941111,4.796684027,73,1
O,NP,R3,3.230855427,1.701591969,93,1
O,NP,R3,3.01317365,1.030798197,43,1
O,NP,R3,3.312570624,2.053858995,23,1
O,NP,R3,2.649164284,0.445824862,33,1
O,NP,R3,3.23519524,1.718680859,3,1
O,NP,R3,2.749960324,0.562289953,83,1
O,NP,R3,2.788446931,0.61439395,63,1
O,NP,R3,2.665733764,0.463162899,53,1
O,NP,R3,2.249871042,0.177775145,83,2
O,NP,R3,2.290639905,0.195271969,38,2
O,NP,R3,2.287355848,0.193800926,43,2
O,NP,R3,2.57860254,0.378968,18,2
O,NP,R3,2.049632878,0.112107038,63,2
O,NP,R3,2.388710473,0.244743109,3,2
O,NP,R3,2.210566917,0.162392855,23,2
O,NP,R3,3.089877169,1.229920864,78,2
O,NP,R3,2.28865807,0.194382906,98,2
O,NP,R3,2.250002652,0.177829027,58,2
O,NP,R3,3.03399313,1.081416845,63,3
O,NP,R3,2.77518646,0.59591794,98,3
O,NP,R3,2.998577049,0.996728897,78,3
O,NP,R3,2.66428089,0.461616039,43,3
O,NP,R3,2.70893298,0.511602879,83,3
O,NP,R3,2.991242989,0.980038166,3,3
O,NP,R3,2.90161091,0.797280073,18,3
O,NP,R3,2.680940873,0.47966814,23,3
O,NP,R3,2.822028045,0.663785934,38,3
O,NP,R3,2.736421261,0.545031071,58,3
O,NP,R3,2.822487037,0.664487839,18,4
O,NP,R3,2.821489391,0.662963152,58,4
O,NP,R3,2.73837761,0.547491789,38,4
O,NP,R3,2.774854808,0.595463037,78,4
O,NP,R3,2.833129927,0.680973053,88,4
O,NP,R3,2.763969062,0.580723047,68,4
O,NP,R3,2.863256769,0.729888916,8,4
O,NP,R3,2.648596985,0.445242882,28,4
O,NP,R3,2.696662102,0.497349977,98,4
O,NP,R3,2.517775226,0.329439163,48,4
O,NP,R3,2.882398726,0.762778997,8,5
O,NP,R3,2.665675634,0.46310091,88,5
O,NP,R3,2.664214939,0.461545944,33,5
O,NP,R3,2.681209544,0.479964972,73,5
O,NP,R3,2.810751788,0.646772861,93,5
O,NP,R3,2.64738111,0.443998098,13,5
O,NP,R3,2.775964187,0.596986055,53,5
O,NP,R3,2.650150004,0.446837902,68,5
O,NP,R3,3.005785224,1.013410091,28,5
O,NP,R3,2.680893597,0.479615927,48,5
O,NP,R3,2.616155949,0.413195848,93,6
O,NP,R3,3.349333329,2.235287189,63,6
O,NP,R3,2.832637909,0.680202007,73,6
O,NP,R3,2.787807562,0.613490105,3,6
O,NP,R3,2.863523388,0.730337143,53,6
O,NP,R3,2.559740195,0.362860918,23,6
O,NP,R3,2.831879471,0.67901516,83,6
O,NP,R3,2.53787045,0.345040798,33,6
O,NP,R3,2.832238134,0.679576159,13,6
O,NP,R3,2.736406822,0.545012951,43,6
O,NP,R3,3.124959523,1.33339715,3,7
O,NP,R3,3.320118028,2.089864016,23,7
O,NP,R3,3.319625413,2.08749485,63,7
O,NP,R3,2.616264192,0.413298845,93,7
O,NP,R3,2.775609001,0.596498013,83,7
O,NP,R3,2.57974258,0.379964113,73,7
O,NP,R3,3.346150463,2.218965054,43,7
O,NP,R3,2.614855935,0.41196084,33,7
O,NP,R3,2.53954772,0.346375942,53,7
O,NP,R3,2.558383502,0.361729145,13,7
O,NP,R3,2.901781267,0.797592878,88,8
O,NP,R3,2.864048066,0.731220007,48,8
O,NP,R3,2.892652701,0.781002998,98,8
O,NP,R3,2.833171892,0.681038857,68,8
O,NP,R3,3.365062654,2.317728996,28,8
O,NP,R3,3.124688036,1.332563877,38,8
O,NP,R3,2.882983667,0.763807058,18,8
O,NP,R3,2.493373048,0.311439037,8,8
O,NP,R3,2.509347655,0.323107958,78,8
O,NP,R3,2.723169057,0.528650999,58,8
O,NP,R3,2.749772638,0.562047005,43,9
O,NP,R3,2.51685397,0.328741074,63,9
O,NP,R3,2.539006909,0.345944881,38,9
O,NP,R3,2.614475485,0.411600113,58,9
O,NP,R3,2.872839059,0.74617219,23,9
O,NP,R3,2.539380883,0.346242905,18,9
O,NP,R3,2.679933773,0.47855711,83,9
O,NP,R3,2.614447058,0.411573172,98,9
O,NP,R3,2.577768401,0.378240824,3,9
O,NP,R3,2.613603947,0.410774946,78,9
O,NP,R3,3.189792521,1.548076868,13,10
O,NP,R3,2.872410335,0.745435953,78,10
O,NP,R3,2.615879708,0.412933111,73,10
O,NP,R3,2.852667924,0.712308168,33,10
O,NP,R3,2.86355075,0.730383158,18,10
O,NP,R3,2.85281835,0.712554932,98,10
O,NP,R3,2.774882456,0.595500946,58,10
O,NP,R3,2.631782547,0.428333998,53,10
O,NP,R3,2.919842357,0.831461906,38,10
O,NP,R3,2.811208134,0.647452831,93,10
O,NP,R3,2.872615309,0.745787859,13,11
O,NP,R3,2.579088065,0.379391909,73,11
O,NP,R3,2.74645442,0.55776906,33,11
O,NP,R3,2.775638857,0.596539021,53,11
O,NP,R3,2.821848777,0.663511992,68,11
O,NP,R3,2.696244478,0.496871948,88,11
O,NP,R3,3.012807355,1.029929161,28,11
O,NP,R3,3.145887925,1.399226189,48,11
O,NP,R3,3.053361995,1.13073802,8,11
O,NP,R3,2.810803656,0.646850109,93,11
O,NP,R3,3.538329497,3.454056978,33,12
O,NP,R3,3.26339693,1.833989859,18,12
O,NP,R3,2.991238023,0.98002696,53,12
O,NP,R3,2.679746792,0.478351116,58,12
O,NP,R3,2.821945519,0.663659811,38,12
O,NP,R3,2.918817992,0.829503059,98,12
O,NP,R3,3.358626309,2.283632994,78,12
O,NP,R3,3.460497615,2.887337923,93,12
O,NP,R3,3.124201267,1.331071138,13,12
O,NP,R3,2.695828121,0.496395826,73,12
O,NP,R3,3.304562229,2.016332865,78,13
O,NP,R3,2.749894026,0.562204123,8,13
O,NP,R3,3.542715165,3.489114046,38,13
O,NP,R3,2.470311843,0.295332909,98,13
O,NP,R3,2.418175341,0.261924028,68,13
O,NP,R3,3.118701461,1.314321041,58,13
O,NP,R3,3.318762026,2.083348989,28,13
O,NP,R3,2.83258752,0.680123091,48,13
O,NP,R3,2.68089813,0.479620934,88,13
O,NP,R3,2.800098138,0.631099939,18,13
O,NP,R3,2.539091006,0.346011877,68,14
O,NP,R3,3.113209467,1.297805071,28,14
O,NP,R3,2.749971188,0.56230402,8,14
O,NP,R3,2.616083521,0.413126945,48,14
O,NP,R3,2.664573289,0.461926937,33,14
O,NP,R3,2.61608678,0.413130045,93,14
O,NP,R3,2.539209193,0.346106052,73,14
O,NP,R3,2.809589399,0.645044088,13,14
O,NP,R3,2.953179125,0.897799015,88,14
O,NP,R3,2.291515003,0.195665836,53,14
O,NP,R3,2.76236406,0.578580856,63,15
O,NP,R3,2.615739766,0.412800074,68,15
O,NP,R3,2.822172,0.664005995,23,15
O,NP,R3,3.03972295,1.095778942,28,15
O,NP,R3,2.810941138,0.647054911,3,15
O,NP,R3,2.927755094,0.846749783,48,15
O,NP,R3,3.052821935,1.129332781,43,15
O,NP,R3,2.787185506,0.612612009,83,15
O,NP,R3,2.539453545,0.34630084,88,15
O,NP,R3,2.723279119,0.52878499,8,15
O,NP,R3,3.04635854,1.112649918,43,16
O,NP,R3,2.918060759,0.828058004,28,16
O,NP,R3,2.842621798,0.696020126,63,16
O,NP,R3,2.787469029,0.613012075,88,16
O,NP,R3,2.892029004,0.779882193,48,16
O,NP,R3,3.377650592,2.385890961,23,16
O,NP,R3,2.862838356,0.729186058,8,16
O,NP,R3,2.832890682,0.680598021,68,16
O,NP,R3,2.821896526,0.663584948,3,16
O,NP,R3,2.709404699,0.512158871,83,16
O,NP,R3,3.084613146,1.215103149,58,17
O,NP,R3,3.020932414,1.04937911,63,17
O,NP,R3,2.616198047,0.413235903,18,17
O,NP,R3,2.800087145,0.631083965,23,17
O,NP,R3,3.006228943,1.01444602,83,17
O,NP,R3,2.495122298,0.31269598,38,17
O,NP,R3,2.694891998,0.495326996,98,17
O,NP,R3,3.185703281,1.533568859,43,17
O,NP,R3,2.537826634,0.345005989,3,17
O,NP,R3,2.774975818,0.595628977,78,17
O,NP,R3,2.843915766,0.698096991,73,18
O,NP,R3,2.53737081,0.34464407,43,18
O,NP,R3,2.538057067,0.345189095,83,18
O,NP,R3,2.749756426,0.562026024,33,18
O,NP,R3,3.57883076,3.791671991,13,18
O,NP,R3,3.054337605,1.133280993,3,18
O,NP,R3,3.054193496,1.132905006,63,18
O,NP,R3,2.920063345,0.831885099,23,18
O,NP,R3,2.854057413,0.714590788,53,18
O,NP,R3,2.711007182,0.514052153,93,18
O,NP,R3,2.616102319,0.413144827,18,19
O,NP,R3,2.952428134,0.896247864,78,19
O,NP,R3,3.409952048,2.57011199,38,19
O,NP,R3,2.763434006,0.58000803,23,19
O,NP,R3,2.664272366,0.461606979,98,19
O,NP,R3,2.566689739,0.368714094,58,19
O,NP,R3,2.555823508,0.359603167,83,19
O,NP,R3,2.59794629,0.396229029,63,19
O,NP,R3,2.67972298,0.47832489,43,19
O,NP,R3,2.694306706,0.494659901,3,19
O,NP,R3,2.882958588,0.763762951,18,20
O,NP,R3,2.722979419,0.52842021,53,20
O,NP,R3,2.901265314,0.79664588,98,20
O,NP,R3,2.724343828,0.530082941,38,20
O,NP,R3,2.869954112,0.741231918,33,20
O,NP,R3,2.750658783,0.56319499,73,20
O,NP,R3,2.942839631,0.876677036,93,20
O,NP,R3,2.614991891,0.412089825,58,20
O,NP,R3,2.842211011,0.695362091,78,20
O,NP,R3,2.679400534,0.477969885,13,20
O,NP,R3,2.648684882,0.445333004,33,21
O,NP,R3,3.129530415,1.347505093,98,21
O,NP,R3,2.74952681,0.561728954,13,21
O,NP,R3,2.798649952,0.628998995,58,21
O,NP,R3,3.04027463,1.097171783,53,21
O,NP,R3,2.665917489,0.463358879,18,21
O,NP,R3,3.686488973,4.858351946,78,21
O,NP,R3,2.763576265,0.58019805,73,21
O,NP,R3,2.928284139,0.847781897,38,21
O,NP,R3,2.936419697,0.863812923,93,21
O,NP,R3,2.952660634,0.8967278,13,22
O,NP,R3,2.872640438,0.745831013,33,22
O,NP,R3,3.096561054,1.248996019,68,22
O,NP,R3,3.090710078,1.232281923,53,22
O,NP,R3,3.06016245,1.148583174,73,22
O,NP,R3,2.558174491,0.361555099,28,22
O,NP,R3,3.020565991,1.048494101,93,22
O,NP,R3,3.450339965,2.820590019,88,22
O,NP,R3,2.798418603,0.628664017,8,22
O,NP,R3,3.255418696,1.800606012,48,22
O,NP,R3,2.446384788,0.279501915,68,23
O,NP,R3,2.821157686,0.662456989,63,23
O,NP,R3,2.52866213,0.337801933,28,23
O,NP,R3,2.356060062,0.227017879,43,23
O,NP,R3,2.616150937,0.41319108,3,23
O,NP,R3,2.32447765,0.211094856,83,23
O,NP,R3,2.210369211,0.162318945,88,23
O,NP,R3,2.162427086,0.145354033,23,23
O,NP,R3,2.709437046,0.512197018,48,23
O,NP,R3,2.694425376,0.494795084,8,23
O,NP,R3,2.5794269,0.379688025,23,24
O,NP,R3,2.787649725,0.613267183,63,24
O,NP,R3,2.596868564,0.395246983,33,24
O,NP,R3,2.632454296,0.42899704,93,24
O,NP,R3,2.649908015,0.446588993,3,24
O,NP,R3,2.597675474,0.395982027,53,24
O,NP,R3,2.709293693,0.512027979,43,24
O,NP,R3,2.595945702,0.394407988,83,24
O,NP,R3,3.040599531,1.097992897,73,24
O,NP,R3,2.998311234,0.996119022,13,24
O,NP,R3,2.559840914,0.36294508,53,25
O,NP,R3,2.710422853,0.513360977,73,25
O,NP,R3,3.140842287,1.383064032,3,25
O,NP,R3,2.595772923,0.394251108,83,25
O,NP,R3,2.515861939,0.327991009,43,25
O,NP,R3,2.579495616,0.379748106,63,25
O,NP,R3,2.517405762,0.329159021,23,25
O,NP,R3,2.632133164,0.428679943,33,25
O,NP,R3,3.005708894,1.013231993,13,25
O,NP,R3,2.632725502,0.429265022,93,25
O,NP,R3,3.450873181,2.824055195,18,26
O,NP,R3,3.4803534,3.022410154,3,26
