RCtype,Par,ParFac,RC1,RC2,RC1fac,RC2fac,Group,Num,Item,Participant,Main,V1,V2,V3,V4,Matching,regionExp_response_1.rt,regionExp_response_2.rt,R_PRE,regionExp_response_3.rt,VinRC1,NinRC1,regionExp_response_4.rt,R34,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,R56,R567,regionExp_response_8.rt,regionExp_response_9.rt,VinRC2,NinRC2,R89,regionExp_response_10.rt,regionExp_response_11.rt,regionExp_response_12.rt,Q_Exp_response.keys,Q_Exp_response.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,log_R11,log_R12,log_PRE,log_R34,log_R56,log_R567,log_R89,log_R8910,log_VinRC1,log_NinRC1,log_VinRC2,log_NinRC2,CORR,OO%COR,OS%COR,SO%COR,SS%COR,T%COR,OO-FP,OS-FP,SO-FP,SS-FP,T-FP,adj-OO,adj-OS,adj-SO,adj-SS,adj-%COR,adj-OO-FP,adj-OS-FP,adj-SO-FP,adj-SS-FP,adj-T-FP,dprimeOO,dprimeOS,dprimeSO,dprimeSS,dprimeT,dprimeSS-OS,dprimeOO-SO,dprimeSS-SO,dprimeOO-OS
OS,NP,-0.5,O,S,-0.5,0.5,14,56,70,49,main,0,0,1,0,match,0.356731892,0.430489063,0.787220955,0.413541079,0.344856977,0.413541079,0.344856977,0.758398056,0.578063965,0.363234043,1.129565001,1.492799044,2.070863009,0.529314995,0.430106878,0.529314995,0.430106878,0.959421873,1.116672039,0.429085016,0.909940958,y,2.558104038,2.552341937,2.633962122,2.616518657,2.537639017,2.761975897,2.560186545,3.052911228,2.723714197,2.633576388,3.047925642,2.632543349,2.959013214,2.896096646,2.879897211,3.174001348,3.316151371,2.982009615,3.317246995,2.537639017,2.616518657,2.723714197,2.633576388,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,10,40,50,49,main,0,0,1,0,match,0.344845057,0.296535015,0.641380072,0.295924187,0.26112318,0.295924187,0.26112318,0.557047367,0.544481039,0.279722929,0.660849094,0.940572023,1.485053062,0.227977991,1.266870975,0.227977991,1.266870975,1.494848966,0.380436182,0.446748972,0.524620056,y,1.804427147,2.537624005,2.472075982,2.471180463,2.416845426,2.73598276,2.446728067,2.820102299,2.357892922,3.102732386,2.580281815,2.650063562,2.719844889,2.807115462,2.745892126,2.973392057,3.171741972,3.174597315,3.273067314,2.416845426,2.471180463,2.357892922,3.102732386,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,16,64,80,49,main,1,0,0,0,mismatch2,0.395419121,0.321472168,0.716891289,0.41156292,0.428505182,0.41156292,0.428505182,0.840068102,0.763574123,0.396587133,1.131449938,1.528037071,2.291611194,0.395231962,0.613870144,0.395231962,0.613870144,1.009102106,0.597845078,1.95172596,0.357335091,n,2.645061016,2.597057666,2.507143379,2.61443624,2.631956078,2.882851202,2.59833862,3.053635343,2.596852058,2.788076512,2.776588658,3.290418839,2.553075667,2.855453303,2.924314495,3.184133891,3.360140935,3.003935113,3.206001603,2.631956078,2.61443624,2.596852058,2.788076512,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,8,32,40,50,main,1,0,0,0,mismatch2,0.762691975,0.560030222,1.322722197,0.378264904,2.267860174,0.378264904,2.267860174,2.646125078,0.695952892,0.965021133,0.395136118,1.360157251,2.056110143,0.461740017,0.647260904,0.461740017,0.647260904,1.109000921,0.396303892,0.44686389,0.557269096,n,9.34709096,2.882349177,2.748211464,2.577796049,3.355616274,2.842579844,2.984536824,2.596746729,2.664397515,2.811079375,2.598028337,2.650175262,2.746064959,3.121468642,3.422610369,3.133589121,3.313046376,3.044931907,3.17762445,3.355616274,2.577796049,2.664397515,2.811079375,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,2,8,10,50,main,0,0,1,0,mismatch1,0.645632029,0.563497066,1.209129095,0.779144049,0.495079994,0.779144049,0.495079994,1.274224043,0.51059413,0.697247028,0.42653513,1.123782158,1.634376288,1.247518063,0.428004026,1.247518063,0.428004026,1.675522089,0.379488945,0.396519899,0.524370909,n,3.639688015,2.809985067,2.750891659,2.891617758,2.694675377,2.708075818,2.843386672,2.629954806,3.096046843,2.631447854,2.579199129,2.598264987,2.71963859,3.082472672,3.105245795,3.050682133,3.213352053,3.224150158,3.312814158,2.694675377,2.891617758,3.096046843,2.631447854,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,16,64,80,50,main,1,0,0,0,mismatch2,0.529065847,0.777802944,1.306868791,2.467632055,0.64602685,2.467632055,0.64602685,3.113658905,0.444550991,0.380023956,0.595553875,0.975577831,1.420128822,0.495612144,3.773576021,0.495612144,3.773576021,4.269188165,0.379989862,0.361161947,0.440762997,n,3.369675875,2.723509727,2.890869583,3.392280403,2.810250568,2.647921583,2.579810975,2.774921055,2.695141939,3.576753104,2.57977201,2.557701986,2.644205127,3.116231987,3.493271035,2.989261923,3.152327742,3.630345297,3.667376177,2.810250568,3.392280403,2.695141939,3.576753104,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,20,80,100,50,main,1,0,0,0,mismatch2,0.946499825,0.527280092,1.473779917,0.412702084,0.445193052,0.412702084,0.445193052,0.857895136,0.494496822,0.915042877,0.375913143,1.29095602,1.785452842,0.47880888,1.332382917,0.47880888,1.332382917,1.811191797,0.36331892,0.327932119,0.54052496,n,1.153209925,2.976120538,2.722041374,2.615636662,2.648548378,2.694163505,2.961441445,2.57508751,2.680162196,3.124629056,2.560288015,2.515783955,2.732815753,3.168432634,2.933434206,3.110911447,3.251748384,3.257964443,3.337361552,2.648548378,2.615636662,2.680162196,3.124629056,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,6,24,30,50,main,0,0,1,0,match,0.662595987,1.918055773,2.58065176,0.946288109,0.394672871,0.946288109,0.394672871,1.34096098,0.393671036,0.3629179,0.577031136,0.939949036,1.333620072,1.632099867,0.480215073,1.632099867,0.480215073,2.11231494,0.412946939,0.396523952,0.790513039,y,2.613873005,2.821248801,3.282861231,2.976023383,2.596237275,2.595133463,2.559808389,2.761199248,3.212746729,2.681435788,2.615894251,2.598269426,2.897909038,3.411729404,3.127416141,2.973104307,3.125032123,3.324758671,3.402306423,2.596237275,2.976023383,3.212746729,2.681435788,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,10,40,50,50,main,0,0,1,0,match,0.679117203,0.413278103,1.092395306,0.847683907,0.462317944,0.847683907,0.462317944,1.310001851,0.342032194,0.564199924,1.998118162,2.562318086,2.90435028,0.56150198,0.613478184,0.56150198,0.613478184,1.174980164,0.446877003,5.495439053,0.474529982,y,2.975785971,2.831944732,2.616242395,2.928233938,2.66494075,2.534066986,2.751433023,3.300621167,2.749351292,2.787799123,2.650188006,3.740002396,2.676263657,3.038379825,3.117271909,3.408633042,3.463048993,3.070030535,3.210012604,2.66494075,2.928233938,2.749351292,2.787799123,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,18,72,90,50,main,0,0,1,0,match,0.662343025,0.881114006,1.543457031,1.750856161,0.545301914,1.750856161,0.545301914,2.296158075,0.476854086,0.664515018,0.426093102,1.09060812,1.567462206,1.163977146,0.562474966,1.163977146,0.562474966,1.726452112,0.396385908,0.478587151,0.624203205,y,2.271095037,2.821082967,2.945032105,3.243250469,2.736637022,2.678385508,2.8225048,2.629504503,3.065944453,2.750103198,2.598118206,2.679961035,2.795325994,3.188494543,3.361001783,3.037668727,3.195197078,3.237154536,3.326916857,2.736637022,3.243250469,3.065944453,2.750103198,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,4,16,20,50,main,1,0,0,0,mismatch2,0.495255947,0.393150806,0.888406753,0.329536915,0.528306961,0.329536915,0.528306961,0.857843876,0.428565025,0.313143969,0.361363888,0.674507857,1.103072882,0.543964863,0.360857964,0.543964863,0.360857964,0.904822827,1.299527884,0.446633101,0.489761829,y,20.26346493,2.694829699,2.59455917,2.517904072,2.722886333,2.632016726,2.495744052,2.55794475,2.735570848,2.557336294,3.113785603,2.649950906,2.689984934,2.948611851,2.933408255,2.828987013,3.042604208,2.956563548,3.343280692,2.722886333,2.517904072,2.735570848,2.557336294,0,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,12,48,60,50,main,1,0,0,0,mismatch2,0.378134966,0.376617908,0.754752874,0.445135117,0.545081854,0.445135117,0.545081854,0.990216971,1.563297987,0.496984959,3.287595987,3.784580946,5.347878933,0.511797905,1.347662926,0.511797905,1.347662926,1.859460831,0.346555948,0.346068859,0.424056053,y,12.32552099,2.577646838,2.575900967,2.648491857,2.736461724,3.194041769,2.696343245,3.516878442,2.709098504,3.129581281,2.539773357,2.539162521,2.627423267,2.877804775,2.995730365,3.578017799,3.728181567,3.269387035,3.343608811,2.736461724,2.648491857,2.709098504,3.129581281,0,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,14,56,70,50,main,0,0,1,0,match,0.462249041,0.596124172,1.058373213,0.580110073,0.579007864,0.580110073,0.579007864,1.159117937,0.593435049,0.413416147,1.028470039,1.441886186,2.035321235,0.996634007,0.395635843,0.996634007,0.395635843,1.39226985,0.329478025,0.361265182,0.574491024,y,2.251521111,2.664876019,2.775336732,2.763510407,2.762684462,2.773373193,2.616387435,3.012191645,2.998535702,2.59729563,2.517826454,2.557826107,2.759283248,3.02463884,3.064127626,3.158930981,3.308632964,3.143723418,3.235969556,2.762684462,2.763510407,2.998535702,2.59729563,1,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,0.7,0.6,0.6,0.6,0.625,0.3,0.4,0.4,0.4,0.375,1.048801025,0.506694206,0.506694206,0.506694206,0.637278728,0,0.542106819,0,0.542106819
OS,NP,-0.5,O,S,-0.5,0.5,11,44,55,51,main,0,1,0,0,mismatch1,0.361641884,0.358265877,0.719907761,0.445036173,1.632601023,0.445036173,1.632601023,2.077637196,0.528505087,0.379708052,0.394125938,0.77383399,1.302339077,0.511816025,1.215734959,0.511816025,1.215734959,1.727550984,0.965078831,0.830745935,4.72010994,n,2.615790129,2.558278723,2.554205446,2.648395312,3.212880064,2.723049172,2.579449807,2.595635017,2.70911388,3.084838905,2.984562789,2.919468225,3.673952114,2.857276856,3.317569712,2.888647802,3.114724072,3.237430873,3.43017665,3.212880064,2.648395312,2.70911388,3.084838905,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,3,12,15,51,main,0,1,0,0,mismatch1,0.378330946,0.358695984,0.73702693,0.678529024,1.08022213,0.678529024,1.08022213,1.758751154,1.197211027,0.58029604,0.6945889,1.27488494,2.472095967,3.822445869,0.76264596,3.822445869,0.76264596,4.585091829,0.513465881,2.670320988,0.423394918,n,3.650774002,2.577871866,2.554726514,2.831568429,3.03351307,3.078170708,2.763649607,2.841727839,3.582341344,2.882322974,2.710511591,3.426563469,2.626745641,2.867483357,3.245204395,3.105470991,3.393065326,3.661348038,3.707447339,3.03351307,2.831568429,3.582341344,2.882322974,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,7,28,35,51,main,0,1,0,0,mismatch1,0.37876296,0.458408117,0.837171077,0.478713036,0.578562021,0.478713036,0.578562021,1.057275057,0.56231308,0.479849815,1.81438303,2.294232845,2.856545925,0.796633959,1.397486925,0.796633959,1.397486925,2.194120884,0.764539003,1.565067053,0.774355888,n,4.171750069,2.578367502,2.661252299,2.680075254,2.762349922,2.749978186,2.681105332,3.258728975,2.901258816,3.145347753,2.883399646,3.194532949,2.888940605,2.922814216,3.024187987,3.360637493,3.455841211,3.341260551,3.471095044,2.762349922,2.680075254,2.901258816,3.145347753,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,19,76,95,51,main,0,1,0,0,mismatch1,0.712157011,0.341598988,1.053755999,0.312896967,0.561728954,0.312896967,0.561728954,0.874625921,0.611725092,0.396164894,0.561160088,0.957324982,1.569050074,1.81384182,1.514795065,1.81384182,1.514795065,3.328636885,0.714564085,0.996362925,0.457186937,n,5.729976177,2.852575754,2.533516575,2.495401353,2.74952681,2.786556295,2.597875988,2.749086775,3.258599411,3.180353882,2.854041184,2.998417559,2.660093813,3.02274006,2.941822344,2.981059392,3.195636804,3.522266421,3.606725329,2.74952681,2.495401353,3.258599411,3.180353882,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,15,60,75,51,main,0,1,0,0,mismatch1,0.361192226,0.291729212,0.652921438,0.44609499,0.478430033,0.44609499,0.478430033,0.924525023,0.393429995,0.326638937,0.193224907,0.519863844,0.913293839,0.428159952,0.411624193,0.428159952,0.411624193,0.839784145,0.563637018,0.512053967,2.81434083,n,5.666379929,2.557738394,2.464979919,2.649427346,2.679818434,2.594867467,2.514067954,2.286063107,2.631606043,2.614500892,2.750999509,2.709315735,3.449376691,2.814860928,2.96591867,2.715889614,2.960610528,2.924167671,3.147188021,2.679818434,2.649427346,2.631606043,2.614500892,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,6,24,30,51,main,0,0,1,0,match,0.44478488,0.412129879,0.856914759,0.661938906,0.411719084,0.661938906,0.411719084,1.07365799,0.442964077,0.413702011,0.812158823,1.225860834,1.668824911,0.378298044,0.512928009,0.378298044,0.512928009,0.891226053,0.714081049,0.963386059,2.028708935,y,5.67790699,2.648150015,2.615034102,2.820817908,2.614600998,2.646368508,2.616687632,2.909640967,2.577834096,2.710056415,2.853747507,2.983800357,3.307219742,2.932937623,3.03086596,3.08844117,3.222410774,2.949987874,3.205558127,2.614600998,2.820817908,2.577834096,2.710056415,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,10,40,50,51,main,0,0,1,0,match,0.378070831,0.395009041,0.773079872,0.341531992,0.444443941,0.341531992,0.444443941,0.785975933,0.560595989,0.697679043,0.477694035,1.175373078,1.735969067,0.796267033,5.493904114,0.796267033,5.493904114,6.290171147,0.513344049,0.546858072,0.440459013,y,9.228508949,2.577573172,2.596607036,2.533431391,2.64781699,2.748649986,2.843655678,2.679149818,2.901058735,3.739881075,2.710408532,2.737874627,2.643905501,2.888224366,2.895409248,3.070175739,3.239541982,3.798662462,3.832733359,2.64781699,2.533431391,2.901058735,3.739881075,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,18,72,90,51,main,0,0,1,0,match,0.344676018,0.378468037,0.723144055,0.341620922,0.579062939,0.341620922,0.579062939,0.920683861,0.593919039,0.447118998,0.561331034,1.008450032,1.602369071,0.562366962,0.544235945,0.562366962,0.544235945,1.106602907,0.497658014,2.316978931,0.340302944,y,4.419953823,2.537411067,2.578029208,2.53354446,2.76272577,2.773727247,2.650423123,2.749219053,2.750019799,2.735787222,2.696931002,3.364922085,2.531865706,2.85922482,2.96411053,3.003654384,3.204762554,3.043991807,3.205275004,2.76272577,2.53354446,2.750019799,2.735787222,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,14,56,70,51,main,0,0,1,0,match,0.344438076,0.646121025,0.990559101,0.410998106,0.929807186,0.410998106,0.929807186,1.340805292,0.44375205,0.446151018,4.924496889,5.370647907,5.814399957,1.929543972,0.513489008,1.929543972,0.513489008,2.44303298,2.219202042,0.980165958,3.633849144,y,5.023056984,2.537111155,2.810313873,2.613839821,2.968392898,2.647140372,2.649481888,3.692361867,3.28545468,2.710531151,3.346196843,2.991299615,3.560366894,2.995880393,3.127365715,3.730026682,3.764504902,3.38792933,3.668594162,2.968392898,2.613839821,3.28545468,2.710531151,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,2,8,10,51,main,0,0,1,0,mismatch1,0.511690855,0.378545046,0.890235901,0.578495979,0.424017191,0.578495979,0.424017191,1.00251317,0.476740122,0.463768959,0.461149931,0.92491889,1.401659012,0.428621054,0.444106102,0.428621054,0.444106102,0.872727156,0.463750124,0.546648979,0.808698893,y,2.767352104,2.709007655,2.578117567,2.762300345,2.627383465,2.678281703,2.666301677,2.663842148,2.6320735,2.64748674,2.666284039,2.737708541,2.907786849,2.949505104,3.001090087,2.966103649,3.146642374,2.94087849,3.12596158,2.627383465,2.762300345,2.6320735,2.64748674,0,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,16,64,80,52,main,1,0,0,0,mismatch2,0.244801998,0.345407009,0.590209007,0.328047991,0.512920141,0.328047991,0.512920141,0.840968132,0.562340975,0.430855989,0.345071077,0.775927066,1.338268041,0.459986925,0.530745983,0.459986925,0.530745983,0.990732908,0.581469059,0.395277023,0.809425116,n,4.34422493,2.388814958,2.538331146,2.515937382,2.710049753,2.74999973,2.634332134,2.537908559,2.662745487,2.724886716,2.76452661,2.59690157,2.908176676,2.771005833,2.924779539,2.889820901,3.126543107,2.995956589,3.196508335,2.710049753,2.515937382,2.662745487,2.724886716,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,4,16,20,52,main,1,0,0,0,mismatch2,0.34066391,0.244585991,0.585249901,0.279533148,0.361953974,0.279533148,0.361953974,0.641487122,0.512938023,0.480291128,0.394925833,0.875216961,1.388154984,0.64359498,1.684239864,0.64359498,1.684239864,2.327834844,0.396785021,0.698208094,0.474556923,n,3.629109144,2.532326127,2.388431579,2.446433315,2.558653349,2.710064894,2.681504564,2.596515543,2.808612648,3.226403942,2.598555269,2.843984879,2.676288313,2.767341349,2.807187942,2.942115725,3.142437957,3.366952165,3.435305919,2.558653349,2.446433315,2.808612648,3.226403942,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,8,32,40,52,main,1,0,0,0,mismatch2,0.311800003,0.40914011,0.720940113,1.568655968,0.512354136,1.568655968,0.512354136,2.081010104,0.846448898,0.480919123,0.629694223,1.110613346,1.957062244,0.546352148,0.59721303,0.546352148,0.59721303,1.143565178,1.267096996,0.597438097,0.508332968,n,1.66663003,2.493876115,2.611872058,3.195527706,2.709570246,2.927600744,2.682072046,2.799129709,2.737472655,2.776129275,3.102809861,2.776292913,2.706148277,2.85789919,3.318274189,3.045562888,3.291604639,3.058260922,3.382136353,2.709570246,3.195527706,2.737472655,2.776129275,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,9,36,45,52,main,0,0,0,1,match,0.361557007,0.324619055,0.686176062,0.595762968,2.972564936,0.595762968,2.972564936,3.568327904,0.446123838,0.464554787,0.562042952,1.026597739,1.472721577,0.41161418,0.412318945,0.41161418,0.412318945,0.823933125,0.547914028,0.4298141,0.457826853,y,7.823433161,2.558176783,2.511374009,2.775073504,3.473131351,2.64945543,2.66703694,2.749769506,2.614490328,2.61523329,2.73871242,2.633280658,2.660701262,2.836435563,3.552464756,3.011400303,3.16812065,2.915891963,3.137305726,3.473131351,2.775073504,2.614490328,2.61523329,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,17,68,85,52,main,0,0,0,1,mismatch2,0.244436026,0.20816493,0.452600956,0.194746971,0.160785198,0.194746971,0.160785198,0.355532169,0.162008047,0.330125809,0.177824974,0.507950783,0.66995883,0.177946091,0.346258163,0.177946091,0.346258163,0.524204254,0.263047934,0.328202009,0.33998704,y,2.237981081,2.388165214,2.318407565,2.289470712,2.206246065,2.209536587,2.518679478,2.249992754,2.250288452,2.539400021,2.420034895,2.516141235,2.531462362,2.655715467,2.550878902,2.705821634,2.826048115,2.719500541,2.896113876,2.206246065,2.289470712,2.250288452,2.539400021,0,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,13,52,65,52,main,0,0,0,1,match,0.345576048,0.224885941,0.570461989,0.296010017,0.412213087,0.296010017,0.412213087,0.708223104,0.513278961,0.346528053,0.378578901,0.725106954,1.238385915,0.378279209,0.329923153,0.378279209,0.329923153,0.708202362,0.447162867,0.545950174,0.474137068,y,2.539093018,2.538543634,2.351962306,2.471306408,2.615121776,2.710353463,2.539738398,2.578156406,2.577812472,2.518412794,2.650465732,2.737153009,2.67590391,2.756226712,2.85017009,2.86040207,3.092856004,2.850157371,3.062719293,2.615121776,2.471306408,2.577812472,2.518412794,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
OS,NP,-0.5,O,S,-0.5,0.5,1,4,5,52,main,0,0,0,1,match,0.244669914,0.241927147,0.486597061,0.442703962,2.35374999,0.442703962,2.35374999,2.796453952,0.463525772,0.69863987,0.461673021,1.160312891,1.623838663,0.345112085,0.446883917,0.345112085,0.446883917,0.791996002,0.480482101,0.564172983,0.457890987,y,2.922746897,2.388580569,2.383684604,2.646113409,3.371760331,2.666073886,2.844253366,2.664334496,2.537960168,2.650194725,2.681677214,2.751412285,2.660762095,2.687169482,3.446607672,3.064575117,3.210542878,2.898722989,3.104650318,3.371760331,2.646113409,2.537960168,2.650194725,1,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0.5,0.4,0.6,0.8,0.575,0.5,0.6,0.4,0.2,0.425,0,-0.506694206,0.506694206,1.683242467,0.378236853,2.189936673,-0.506694206,1.176548261,0.506694206
