RCtype,RC1,RC2,Group,Num,Item,Participant,V1,V2,V3,V4,Matching,CORR,regionExp_response_1.rt,regionExp_response_2.rt,regionExp_response_3.rt,regionExp_response_4.rt,regionExp_response_5.rt,regionExp_response_6.rt,regionExp_response_7.rt,regionExp_response_8.rt,regionExp_response_9.rt,regionExp_response_10.rt,Q_Exp_reponse_1.keys,Q_Exp_reponse_1.rt,log_R1,log_R2,log_R3,log_R4,log_R5,log_R6,log_R7,log_R8,log_R9,log_R10,R23467810,log_R23467810,R234678,log_R234678,RC1_rt,log_RC1_rt,RC2_rt,log_RC2_rt,R3478,log_R3478,R78,log_R78,R34,log_R34
SO,S,O,13,51,64,46,0,0,1,0,mismatch2,0,0.360122919,0.29591608,0.328022003,0.611132145,0.376405954,0.362624884,0.342350006,0.344974995,0.342298985,0.326191902,y,2.158581972,2.556450762,2.471168565,2.515902976,2.786135128,2.575656484,2.559457603,2.53447034,2.537787617,2.534405611,2.513473175,2.611212015,3.416842135,2.285020113,3.358890027,1.235070228,3.091691653,1.049949885,3.02116857,1.626479149,3.2112485,0.687325001,2.837162141,0.939154148,2.972736881
SS,S,S,14,53,67,46,0,0,0,1,match,1,0.360375881,0.295609951,0.160663843,0.610561848,0.394409895,0.346362114,0.344783068,0.49436307,0.408825874,0.359313011,y,2.105326891,2.556755717,2.470719049,2.205918151,2.785729663,2.595947802,2.539530382,2.53754593,2.694046021,2.611538374,2.555472944,2.611656905,3.416916123,2.252343894,3.352634701,1.066835642,3.028097517,1.185508252,3.073904581,1.610371829,3.206926165,0.839146138,2.9238376,0.771225691,2.887181488
SO,S,O,5,19,24,46,0,0,1,0,match,1,0.375653028,0.429699183,0.612493992,0.527894974,1.564156055,0.396482944,0.360131979,0.344845057,0.375879049,0.441660166,y,1.555125952,2.574786894,2.633164528,2.787101833,2.722547527,3.19428008,2.598224509,2.556461688,2.537624005,2.575048119,2.645088231,3.113208295,3.493208179,2.671548129,3.426763003,1.570088149,3.195924036,1.10145998,3.041968722,1.845366002,3.266082515,0.704977036,2.84817497,1.140388966,3.057053007
OO,O,O,8,30,38,46,0,0,1,0,mismatch2,0,0.3758111,0.312837124,0.309830904,2.236018896,0.391165972,0.579972982,0.32684803,0.428695917,0.343172789,0.393305063,y,2.541682959,2.574969603,2.495318285,2.491124734,3.349475469,2.592361068,2.763407762,2.514345872,2.632149347,2.535512844,2.594729537,4.587508916,3.661576921,4.194203853,3.622649535,2.858686924,3.456166595,1.335516929,3.125649398,3.301393747,3.518697324,0.755543947,2.878259731,2.5458498,3.405832778
SS,S,S,6,21,27,46,0,0,0,1,match,1,0.376157999,0.429592133,0.395348072,0.443716049,0.377310991,0.396510839,0.42849493,0.394130945,0.492440939,0.426651955,y,1.137543917,2.575370302,2.63305632,2.596979625,2.647105137,2.576699456,2.598255064,2.631945688,2.595640535,2.692354151,2.63007374,2.914444923,3.464555852,2.487792968,3.395814236,1.268656254,3.103343965,1.219136714,3.08605241,1.661689996,3.220550005,0.822625875,2.915202366,0.839064121,2.923795151
SS,S,S,10,37,47,46,0,0,0,1,match,1,0.376204014,0.379793882,0.375342131,2.536105156,0.327468157,0.328874111,0.32878685,0.426154852,0.777412891,0.342483044,y,3.803541899,2.575423425,2.579547965,2.574427315,3.404167257,2.515169076,2.517029687,2.516914439,2.629567437,2.890651738,2.534639075,4.717540026,3.673715594,4.375056982,3.640983714,3.291241169,3.517359707,1.083815813,3.034955483,3.666388989,3.56423854,0.754941702,2.877913416,2.911447287,3.464108931
SO,S,O,17,67,84,46,0,0,1,0,mismatch2,0,0.39226985,0.412649155,0.412137032,0.460162163,2.13360405,0.39657402,0.409940004,0.361582994,0.375804901,0.422427177,y,2.242305994,2.593584929,2.61558096,2.615041639,2.662910906,3.329113827,2.59832426,2.612720301,2.558207997,2.57496244,2.625751851,2.875472545,3.458709225,2.453045368,3.38970558,1.28494835,3.108885671,1.168097018,3.067478915,1.643822193,3.215854839,0.771522998,2.887348876,0.872299195,2.940665472
OO,O,O,3,10,13,46,0,0,0,1,mismatch1,1,0.394170046,0.379156828,0.344187975,0.462104082,0.544384003,0.396127939,0.543213129,0.41179204,0.392014027,0.426576853,n,2.940914154,2.595683618,2.578818881,2.536795693,2.664739805,2.735905355,2.597835474,2.734970258,2.614677947,2.593301607,2.629997286,2.963158846,3.471754933,2.536581993,3.404248905,1.185448885,3.073882833,1.351133108,3.130698136,1.761297226,3.245832651,0.955005169,2.980005722,0.806292057,2.906492381
OO,O,O,11,42,53,46,0,0,0,1,mismatch1,1,0.410294056,0.479590178,3.087024927,0.997788191,0.661412954,0.462553978,1.146820068,1.566586018,1.195679903,0.443432093,n,4.247205973,2.613095225,2.68087028,3.489540136,2.99903836,2.820472696,2.66516242,3.059495284,3.194954246,3.07761493,2.646827122,8.183795453,3.912954766,7.74036336,3.888761348,4.564403296,3.65938401,3.175960064,3.501875033,6.798219204,3.832395164,2.713406086,3.433514795,4.084813118,3.611172192
OO,O,O,16,62,78,46,0,0,1,0,mismatch1,0,0.41058898,0.379523039,0.343153954,0.395529032,0.390830994,0.362595081,0.427336931,0.71291995,0.393784046,0.426197052,y,4.70055604,2.613407289,2.579238145,2.535489007,2.597178366,2.591988997,2.559421908,2.630770427,2.853040768,2.595258117,2.629610441,3.047255039,3.483908804,2.621057987,3.418476629,1.118206025,3.048521828,1.502851962,3.176916203,1.878939867,3.273912881,1.140256881,3.057002702,0.738682986,2.868458096
OS,O,S,5,20,25,46,0,0,0,1,match,1,0.425903082,0.446635962,0.493555069,0.579684973,1.145928144,0.446473122,0.345030069,0.376713991,0.442904949,0.359475851,y,2.775624037,2.629310783,2.649953688,2.693335617,2.763192042,3.059157386,2.649795319,2.537856945,2.57601175,2.646310533,2.555669721,3.047569037,3.483953553,2.688093186,3.42944432,1.519876004,3.181808158,1.168217182,3.06752359,1.794984102,3.254060606,0.72174406,2.858383218,1.073240042,3.030696868
OS,O,S,6,24,30,46,0,0,1,0,match,1,0.426056862,0.613904953,0.493849993,0.496100903,2.000777006,0.34525609,0.278558016,0.360561848,0.258437872,0.359416008,y,2.688124895,2.629467564,2.788101137,2.693595052,2.695570018,3.301198688,2.538141348,2.444915661,2.556979771,2.412356156,2.555597416,2.947647811,3.469475592,2.588231803,3.413003169,1.603855849,3.205165332,0.984375954,2.993160996,1.62907076,3.211939949,0.639119864,2.805582316,0.989950896,2.995613653
SO,S,O,9,35,44,46,0,0,1,0,match,1,0.426172018,0.630831003,0.696249008,3.138396025,0.409565926,0.36250186,0.343203068,0.311299086,0.308872938,0.325428009,y,2.037923098,2.629584931,2.799913029,2.842764589,3.496707745,2.612323818,2.559310239,2.535551161,2.493177846,2.489779859,2.512454929,5.807908059,3.764019733,5.48248005,3.73897706,4.465476036,3.649867763,1.017004014,3.007322667,4.489147187,3.652163845,0.654502154,2.81591108,3.834645033,3.583725168
OO,O,O,7,26,33,46,0,0,0,1,mismatch1,0,0.426569939,0.680115938,5.07976985,4.746623039,15.63968992,0.446239948,0.360523224,0.579219103,0.408878803,0.559989929,y,2.501070976,2.629990247,2.832582952,3.705844036,3.676384743,4.194228138,2.649568446,2.556933246,2.762842877,2.611594597,2.748180217,12.45248103,4.095255889,11.8924911,4.075272835,10.50650883,4.02145843,1.385982275,3.141757676,10.76613522,4.03205983,0.939742327,2.973008788,9.826392889,3.992394125
OS,O,S,2,8,10,46,0,0,1,0,mismatch1,0,0.427108049,0.463531971,0.510192871,0.609525204,1.01365304,0.429423809,0.462523937,0.895982027,0.50891304,0.360296011,y,3.224671841,2.630537756,2.666079694,2.707734386,2.784991668,3.005889327,2.63288612,2.665134214,2.952299298,2.706643579,2.556659454,3.73147583,3.571880633,3.371179819,3.527781918,1.583250046,3.199549509,1.787929773,3.252350456,2.478224039,3.394140565,1.358505964,3.133061549,1.119718075,3.049108689
OO,O,O,15,58,73,46,0,0,0,1,mismatch1,1,0.443968058,0.379518032,0.426491976,0.562733173,1.53113699,0.429702044,0.410187006,0.445753098,0.441935062,0.376415968,n,2.103790045,2.647351725,2.579232415,2.629910865,2.750302517,3.185014049,2.63316742,2.612981899,2.64909437,2.645358459,2.575668038,3.030801297,3.481557464,2.654385329,3.423963968,1.368743181,3.136321969,1.285642148,3.109120102,1.845165253,3.266035268,0.855940104,2.932443375,0.989225149,2.995295149
SO,S,O,12,47,59,46,0,0,0,1,mismatch2,1,0.460090876,0.797918797,0.846956968,1.18056488,0.825558901,1.751636028,0.527825117,0.595933914,0.527964115,0.459400892,n,6.400857925,2.662843621,2.901958696,2.927861345,3.072089859,2.916748064,3.243443869,2.722490053,2.775198101,2.722604405,2.662191834,6.160236596,3.789597392,5.700835704,3.755938525,2.825440645,3.451086188,2.875395059,3.458697522,3.151280879,3.498487114,1.123759031,3.050673195,2.027521848,3.306965543
SO,S,O,16,63,79,46,0,0,0,1,mismatch2,0,0.477651834,0.379260063,0.478950024,0.423220873,0.658716917,0.094887018,0.962230921,0.395546913,0.444231033,0.409597158,y,2.150354147,2.67911145,2.578937113,2.680290199,2.626567079,2.818698817,1.977206798,2.983279309,2.597197999,2.647608894,2.612356935,3.14369297,3.497440124,2.734095812,3.43681373,1.28143096,3.107695213,1.452664852,3.162165429,2.259948731,3.354098587,1.357777834,3.132828714,0.902170897,2.955288813
SS,S,S,15,57,72,46,0,0,1,0,match,1,0.494278908,0.379395962,0.361514091,0.594671011,3.339081049,0.462954998,0.796844006,0.393527985,0.375461102,0.376232147,y,1.721261978,2.693972079,2.579092704,2.55812523,2.774276768,3.523626961,2.665538777,2.90137331,2.594975622,2.57456495,2.575455901,3.3651402,3.527003163,2.988908053,3.475512555,1.335581064,3.125670253,1.653326989,3.218358755,2.146557093,3.331742444,1.190371991,3.0756827,0.956185102,2.980541973
SS,S,S,7,25,32,46,0,0,1,0,mismatch1,1,0.543645859,0.396049023,0.445150852,0.427546024,2.401623964,0.446175814,0.311335087,0.39366293,0.375579119,0.459687948,n,2.791167974,2.735316084,2.597748946,2.648507209,2.630982872,3.380505008,2.649506025,2.493228068,2.595124521,2.574701439,2.662463118,2.879607678,3.459333323,2.41991973,3.38380096,1.268745899,3.103374651,1.151173831,3.061140908,1.577694893,3.19802302,0.704998017,2.848187895,0.872696876,2.940863421
SO,S,O,20,79,99,46,0,0,0,1,mismatch2,1,0.544623137,0.630568027,0.579292059,0.610517979,1.930450916,0.56310606,1.548357964,0.880767107,0.527489901,0.510523081,n,3.718502998,2.736096087,2.799731946,2.762897575,2.785698458,3.285658764,2.750590201,3.189871372,2.944861087,2.722214149,2.708015382,5.323132277,3.726167258,4.812609196,3.682380597,1.820378065,3.260161594,2.992231131,3.475995137,3.618935109,3.558580796,2.429125071,3.385449876,1.189810038,3.075477629
OS,O,S,17,68,85,46,0,0,0,1,mismatch2,1,0.61066103,0.480121136,0.845765114,1.700366974,0.56042099,0.563858986,0.546036959,0.761718035,0.592622995,0.477000952,n,4.352741957,2.785800206,2.681350825,2.927249767,3.230542661,2.748514393,2.751170506,2.737222039,2.881794238,2.772778499,2.678519246,5.374868156,3.730367816,4.897867204,3.690007006,3.026253224,3.480905265,1.87161398,3.27221628,3.853887082,3.585898986,1.307754994,3.116526387,2.546132088,3.40588093
SS,S,S,11,41,52,46,0,0,1,0,mismatch1,1,0.62695384,1.467612028,0.629184008,0.911145926,0.862154007,0.647282839,0.746338129,0.795309067,0.392270088,0.409516096,n,3.47674799,2.797235567,3.166611262,2.798777676,2.959587938,2.935584851,2.811094093,2.872935629,2.900535934,2.593585193,2.612270976,5.606388093,3.748683158,5.196871997,3.71574202,3.007941962,3.478269452,2.188930035,3.34023188,3.08197713,3.488829412,1.541647196,3.187984997,1.540329934,3.187613755
OS,O,S,14,56,70,46,0,0,1,0,match,0,0.628273964,2.621680021,0.442382097,0.411768913,0.377538919,0.44610405,0.361824989,0.377081156,0.425853014,0.92839098,n,1.200236082,2.798149063,3.418579684,2.645797543,2.614653556,2.576961728,2.649436166,2.558498558,2.57643483,2.629259725,2.967730912,5.589232206,3.747352153,4.660841226,3.668464309,3.475831031,3.541058656,1.185010195,3.073722087,1.593057155,3.202231358,0.738906145,2.868589278,0.85415101,2.931534659
OO,O,O,4,14,18,46,0,0,1,0,mismatch2,0,0.645138025,0.881373882,0.476993084,4.210958958,0.458112001,0.345121145,0.51125288,0.395100832,0.3603549,0.39307189,y,5.304486036,2.80965264,2.945160177,2.678512082,3.624381009,2.660971669,2.537971569,2.708635767,2.596707944,2.556730432,2.594471987,7.213872671,3.858168473,6.820800781,3.833835365,5.569325924,3.745802634,1.251474857,3.097422129,5.594305754,3.747746199,0.906353712,2.957297718,4.687952042,3.67098316
SO,S,O,1,3,4,46,0,0,1,0,match,1,0.661180019,1.03210783,1.600106001,1.463273048,1.196561813,1.618150949,1.079471111,0.964396,1.21251893,0.744009972,y,2.721171141,2.820319721,3.013725073,3.204148754,3.165325373,3.077935139,3.209019032,3.033211024,2.9842554,3.083688528,2.871578756,8.501514911,3.929496321,7.757504939,3.889722061,4.095486879,3.612305539,3.66201806,3.563720482,5.10724616,3.708186791,2.043867111,3.310452655,3.063379049,3.486200738
SO,S,O,8,31,39,46,0,0,0,1,mismatch2,1,0.777601004,0.948255062,0.495821953,0.71169281,2.398915768,0.446606159,0.644219875,0.479361057,0.360033989,0.359512091,n,2.822676897,2.890756813,2.97692517,2.695325752,2.852292578,3.380014999,2.649924708,2.809034119,2.680662749,2.556343502,2.555713501,4.085469007,3.61124192,3.725956916,3.571237829,2.155769825,3.333602389,1.570187091,3.195951403,2.331095695,3.367560102,1.123580932,3.05060436,1.207514763,3.081892449
SS,S,S,19,73,92,46,0,0,1,0,match,1,0.79460597,0.647006989,0.429088116,0.49376893,0.661581993,0.494872093,0.412261009,0.425719023,0.4923141,0.392853022,y,1.470524073,2.900151824,2.810908972,2.632546487,2.693523759,2.820583676,2.694492964,2.615172262,2.629123057,2.692242274,2.594230098,3.295569182,3.517930433,2.90271616,3.462804571,1.569864035,3.19586204,1.332852125,3.124781969,1.760837078,3.245719175,0.837980032,2.92323367,0.922857046,2.965134432
SO,S,O,4,15,19,46,0,0,0,1,mismatch2,0,0.795022011,0.797585011,1.130867004,2.23498106,1.176879883,1.081885099,0.945903063,0.846896887,1.130105972,1.446681976,y,2.11229682,2.900379153,2.901776984,3.053411533,3.349273847,3.070732139,3.034181139,2.975846632,2.927830537,3.05311917,3.160373071,8.4848001,3.928641615,7.038118124,3.847456552,4.163433075,3.619451588,2.874685049,3.45859027,5.158648014,3.712535896,1.79279995,3.253531831,3.365848064,3.527094508
OS,O,S,9,36,45,46,0,0,0,1,match,1,1.363434076,1.199697971,1.832850933,6.01838994,0.761477947,0.877567053,2.889153004,0.678465128,0.425473928,0.376340151,y,3.862718105,3.134634144,3.079071924,3.263127145,3.779480323,2.88165733,2.94328031,3.460770542,2.831527531,2.628872953,2.575580555,13.87246418,4.142153612,13.49612403,4.130209061,9.050938844,3.95669363,4.445185185,3.647889858,11.41885901,4.057622711,3.567618132,3.552378363,7.851240873,3.894938302
SS,S,S,18,69,87,46,0,0,0,1,match,1,1.732227802,1.835564137,1.583733082,2.150361061,1.850425959,1.701518059,1.767416954,1.682569981,1.580636024,1.380181074,y,3.830243826,3.238605005,3.263769564,3.199681989,3.332511387,3.267271712,3.230836563,3.247339017,3.225973136,3.198831876,3.139936068,12.10134435,4.082833619,10.72116327,4.03024191,5.56965828,3.74582855,5.151504994,3.711934125,7.184081078,3.856371225,3.449986935,3.53781745,3.734094143,3.572185263
OO,O,O,19,74,93,46,0,0,0,1,match,1,1.966892958,0.496790886,0.610929012,0.596609831,1.363576174,0.814363003,2.082865953,2.454001188,0.458757162,0.409998894,y,4.181612015,3.293780725,2.69617362,2.78599075,2.775690405,3.134679404,2.910818035,3.318661321,3.389874769,2.661582857,2.612782685,7.465558767,3.873062318,7.055559873,3.848531482,1.704329729,3.23155362,5.351230144,3.728453629,5.744405984,3.759245126,4.536867141,3.656756061,1.207538843,3.08190111
OO,O,O,18,70,88,47,1,0,0,0,match,1,0.526246071,0.864804029,0.576315165,6.146456957,0.477082968,0.780565023,0.342844963,0.395102024,0.39162302,0.476259947,y,5.865033865,2.721188866,2.936917704,2.760660048,3.788624845,2.678593912,2.892409087,2.535097773,2.596709254,2.592868212,2.677844059,9.582348108,3.981471944,9.106088161,3.959331851,7.587576151,3.880103063,1.51851201,3.181418231,7.460719109,3.872780689,0.737946987,2.868025164,6.722772122,3.82754839
OO,O,O,17,66,83,47,0,1,0,0,mismatch2,1,0.526861906,0.34559083,0.410394907,3.120110989,0.543264866,0.981122017,0.543336868,0.37824297,0.542298079,0.375206947,n,12.57587504,2.721696799,2.53856221,2.613201963,3.494170043,2.735011619,2.991723022,2.735069175,2.577770865,2.734238066,2.574270871,6.154005528,3.789157882,5.778798581,3.761837557,3.876096726,3.588394606,1.902701855,3.279370742,4.452085734,3.648563519,0.921579838,2.964532965,3.530505896,3.547836941
SS,S,S,1,1,2,47,1,0,0,0,match,1,0.526986122,0.646250963,0.512002945,0.325441122,4.422003984,0.692443132,1.465029001,0.376600981,0.308052063,0.744114876,y,10.01486516,2.721799178,2.810401203,2.709272459,2.512472429,3.64561913,2.840384112,3.165846222,2.575881447,2.488624122,2.871639987,4.76188302,3.677778722,4.017768144,3.603984871,1.48369503,3.171344642,2.534073114,3.403819141,2.679074049,3.427984718,1.841629982,3.265202377,0.837444067,2.92295581
SO,S,O,6,23,29,47,0,1,0,0,match,1,0.542068958,0.362622023,0.813166857,4.272428989,1.547350883,0.479552984,0.560448885,0.495090008,2.147150993,0.66040802,y,19.07814503,2.734054538,2.559454176,2.910179669,3.630674853,3.189588807,2.680836598,2.748536009,2.694684161,3.331862586,2.819812339,7.643717766,3.883304643,6.983309746,3.844061306,5.448217869,3.736254466,1.535091877,3.186134374,6.141134739,3.788248626,1.055538893,3.02347424,5.085595846,3.706341844
SS,S,S,13,49,62,47,1,0,0,0,mismatch2,1,0.543523073,2.017709017,0.52779603,3.68710804,3.15141201,5.796052933,2.099926949,0.325402021,0.408354044,0.676843882,n,6.222123861,2.735217985,3.304858535,2.722466119,3.566685864,3.498505186,3.763132343,3.322204187,2.512420246,2.611036861,2.830488508,15.13083887,4.179863007,14.45399499,4.1599879,6.232613087,3.794670167,8.221381903,3.914944823,6.64023304,3.822183321,2.42532897,3.384770654,4.21490407,3.624787695
SO,S,O,15,59,74,47,1,0,0,0,mismatch1,1,0.610608816,1.633157015,0.645526886,2.967592955,0.476661921,0.41238308,3.686772108,0.328153849,0.408596039,0.408993006,n,3.127341986,2.78576307,3.213027941,2.809914335,3.472404331,2.678210459,2.615300838,3.566646293,2.516077503,2.611294152,2.611715881,10.0825789,4.003571629,9.673585893,3.985587492,5.246276856,3.719851205,4.427309037,3.646139838,7.628045798,3.882413292,4.014925957,3.60367754,3.613119841,3.557882367
SO,S,O,2,7,9,47,0,1,0,0,match,1,0.644049168,0.462877989,0.86301899,4.739746094,3.203027964,0.395807981,3.787399054,0.879757881,0.342075109,0.341925144,y,6.318639994,2.808919024,2.665466529,2.936020352,3.675755077,3.50556073,2.597484547,3.578341066,2.944363166,2.534121474,2.533931038,11.47053313,4.059583604,11.12860799,4.046440844,6.065643073,3.782876851,5.062964916,3.704404918,10.26992202,4.011567146,4.667156935,3.669052404,5.602765084,3.748402413
OS,O,S,3,12,15,47,0,1,0,0,mismatch1,0,0.67743206,0.63023901,1.11246109,5.761333942,0.66041398,0.679532051,0.545536041,1.362087011,1.193969011,0.543013096,y,21.62140083,2.830865746,2.799505281,3.04628483,3.760523049,2.819816258,2.832209946,2.736823448,3.134204851,3.076993055,2.734810304,10.63420224,4.026704915,10.09118915,4.003942346,7.504034042,3.875294796,2.587155103,3.412822466,8.781418084,3.943564654,1.907623052,3.280492562,6.873795032,3.837196578
SS,S,S,4,13,17,47,0,1,0,0,mismatch2,1,0.727869987,1.131399155,0.628880978,3.536612034,1.289604902,1.148144007,1.281251907,0.661020041,0.644428968,0.660237074,n,5.349909067,2.862053812,3.05361585,2.798568459,3.54858742,3.110456675,3.059996363,3.107634525,2.820214627,2.809175054,2.819699907,9.047545196,3.956530761,8.387308122,3.923622598,5.296892167,3.724021132,3.090415955,3.490016937,6.10776496,3.785882316,1.942271948,3.288310038,4.165493012,3.61966641
OO,O,O,5,18,23,47,0,1,0,0,match,1,0.743339777,0.797474146,1.094931841,4.875707865,0.693692923,5.477698088,0.594847202,0.678846121,0.408896923,0.458820105,y,8.012619972,2.871187373,2.901716612,3.039387085,3.688037676,2.841167264,3.738598092,2.774405423,2.831771341,2.611613842,2.66164244,13.97832537,4.145455145,13.51950526,4.130960799,6.768113852,3.830467656,6.751391411,3.829393287,7.244333029,3.859998407,1.273693323,3.105064872,5.970639706,3.776020865
OO,O,O,14,54,68,47,1,0,0,0,match,1,0.744128942,0.679875135,1.110947847,1.76614213,2.082584858,0.964217901,1.145684958,0.545704126,0.659260988,0.643352985,y,3.974373102,2.871648196,2.832429158,3.045693672,3.24702565,3.318602706,2.98417519,3.059065211,2.736957237,2.819057377,2.80844932,6.855925082,3.836066063,6.212572097,3.793271442,3.556965112,3.551079605,2.655606985,3.424163802,4.568479061,3.659771639,1.691389084,3.228243523,2.877089977,3.458953444
SO,S,O,10,39,49,47,0,1,0,0,match,0,0.777825117,0.529150963,1.916384935,0.577495098,3.336323023,1.215260029,3.853075981,1.882944822,0.54242301,0.425783873,n,8.409595966,2.890881963,2.723579591,3.282482748,2.761548302,3.523268092,3.084669214,3.585807573,3.274837594,2.734338104,2.629189208,10.4000957,4.017037336,9.974311828,3.998882941,3.023030996,3.4804426,6.951280832,3.842064834,8.229900836,3.915394602,5.736020803,3.758610718,2.493880033,3.396875558
OS,O,S,4,16,20,47,1,0,0,0,mismatch2,1,0.794567823,0.42949295,3.419265032,5.158962965,1.042540073,2.100756168,1.18137908,0.493853092,0.392999887,0.309043884,n,11.10988092,2.900130974,2.632956039,3.533932765,3.71256241,3.018092757,3.322375647,3.072389276,2.693597777,2.594392426,2.490020153,13.09275317,4.11703098,12.78370929,4.106656886,9.007720947,3.954614924,3.77598834,3.577030645,10.25346017,4.010870449,1.675232172,3.224075005,8.578227997,3.933397585
OS,O,S,11,44,55,47,0,1,0,0,mismatch1,1,0.794892073,1.264770031,0.827421904,1.966609001,0.560030937,0.362330198,1.765660048,0.426517963,0.375128031,0.409436941,n,5.726135015,2.900308166,3.102011566,2.917727014,3.293718023,2.748212019,2.559104531,3.24690709,2.629937326,2.574179518,2.612187024,7.022746086,3.846506966,6.613309145,3.820418825,4.058800936,3.608397752,2.554508209,3.407307303,4.986208916,3.697770471,2.192178011,3.340875817,2.794030905,3.446231206
SS,S,S,9,33,42,47,1,0,0,0,mismatch2,1,0.861116886,0.612823009,0.779036999,2.734038115,0.609967947,0.41247797,0.495079994,0.928067923,0.475464106,0.425455093,n,5.751015902,2.935062106,2.787335063,2.891558084,3.436804565,2.785307014,2.615400758,2.694675377,2.967579762,2.677117737,2.628853727,6.386979103,3.805295495,5.96152401,3.775357297,4.125898123,3.6155185,1.835625887,3.263784174,4.936223031,3.693394774,1.423147917,3.153250041,3.513075114,3.545687436
OS,O,S,7,28,35,47,0,1,0,0,mismatch1,1,0.893903971,0.446205854,0.36012888,1.865869999,2.817492008,0.713276148,0.595662117,0.410000086,0.442047119,0.492329121,n,5.198652029,2.951290867,2.649535264,2.55645795,3.270881382,3.449862693,2.853257701,2.774999981,2.612783948,2.645468564,2.692255525,4.883472205,3.68872872,4.391143084,3.642577589,2.672204733,3.426869729,1.718938351,3.235260301,3.231661082,3.509425808,1.005662203,3.002452128,2.225998879,3.347524941
OO,O,O,2,6,8,47,1,0,0,0,match,1,0.944947004,0.445425987,2.767437935,5.811897993,0.744667053,3.422215939,0.710865021,0.428108931,0.475626945,0.609749079,y,4.863247871,2.975407452,2.648775551,3.44207789,3.764317983,2.871962139,3.53430741,2.851787145,2.631554288,2.67726645,2.785151153,14.19570089,4.15215684,13.58595181,4.13309007,9.024761915,3.955435753,4.561189891,3.659078153,9.71830988,3.987590743,1.138973952,3.056513792,8.579335928,3.933453673
OS,O,S,16,64,80,47,1,0,0,0,mismatch2,1,0.978680134,0.378686905,0.544131041,2.969667912,8.161676168,0.495364904,1.064079046,0.493512869,0.476026058,0.392968893,n,4.46163106,2.990640773,2.578280287,2.735703502,3.472707886,3.911779359,2.694925234,3.026973891,2.693298482,2.677630727,2.594358173,6.33841157,3.801980436,5.945442677,3.774184196,3.892485858,3.590227043,2.052956819,3.312379815,5.071390868,3.705127084,1.557591915,3.192453684,3.513798953,3.545776909
OS,O,S,19,76,95,47,0,1,0,0,mismatch1,1,1.012064934,1.365384102,0.710865974,10.67749977,2.834188223,0.629482985,0.912725925,0.459419012,0.541520834,0.493119955,n,9.130254984,3.005208378,3.135254842,2.851787727,4.028469571,3.452428689,2.798983996,2.960340386,2.662208964,2.73361517,2.692952577,15.24849772,4.183227059,14.75537777,4.168950333,12.75374985,4.105637894,2.001627922,3.301383351,12.76051068,4.105868055,1.372144937,3.137399987,11.38836574,4.056461406
SS,S,S,20,77,97,47,0,1,0,0,mismatch1,1,1.162623882,0.646465063,0.863130093,3.820229054,0.641151905,1.097790003,1.414536953,0.442795038,0.411046028,0.342185974,n,5.603250027,3.06543924,2.810545059,2.936076259,3.582089403,2.806960937,3.040519272,3.150614297,2.646202745,2.613890456,2.534262204,8.627132178,3.935866452,8.284946204,3.918289693,5.32982421,3.726712885,2.955121994,3.470575414,6.540691138,3.815623642,1.857331991,3.268889539,4.683359147,3.670557463
OS,O,S,12,48,60,47,1,0,0,0,mismatch2,1,1.279463053,0.913963079,0.727525949,4.608354807,0.674586058,0.395759106,3.73872304,1.329725027,0.409755945,0.425245047,n,6.641062975,3.107027749,2.960928652,2.861848488,3.663545909,2.829037361,2.597430916,3.572723294,3.123761843,2.612525263,2.628639264,12.13929606,4.084193503,11.71405101,4.068707111,6.249843835,3.795869166,5.464207173,3.737527157,10.40432882,4.017214069,5.068448067,3.704875001,5.335880756,3.727206116
SS,S,S,16,61,77,47,0,1,0,0,mismatch1,1,1.279818058,0.361867189,0.378554821,8.535603046,3.583759069,1.081324816,0.444776058,0.360056877,0.326114893,0.392816067,n,4.734075069,3.107148234,2.558549207,2.578128781,3.93123421,3.554338805,3.03395617,2.648141401,2.55637111,2.513370633,2.594189243,11.55499887,4.062769907,11.16218281,4.047749131,9.276025056,3.967361913,1.886157751,3.275578013,9.718990802,3.987621171,0.804832935,2.90570574,8.914157867,3.950080321
SO,S,O,14,55,69,47,0,1,0,0,match,1,1.362958908,1.11474514,1.030228853,2.047571182,0.794979095,0.429390907,1.613667011,1.164258003,0.559053183,0.593543768,y,6.60500598,3.134482762,3.047175588,3.012933709,3.311239009,2.900355708,2.632852843,3.207813921,3.066049232,2.747453124,2.773452749,7.993404864,3.90273181,7.399861096,3.869223568,4.192545175,3.622477751,3.207315921,3.50614174,5.855725049,3.767580677,2.777925014,3.443720518,3.077800035,3.4882404
SS,S,S,12,45,57,47,0,1,0,0,mismatch1,1,1.647013903,0.429386854,0.545443773,7.348916054,1.242891073,1.264748096,0.411950111,3.219190121,0.727805853,0.509474039,n,6.655930996,3.216697265,2.632848744,2.736749988,3.866223287,3.094433069,3.102004034,2.614844624,3.507746626,2.862015544,2.707122059,13.72910905,4.137642355,13.21963501,4.121219465,8.323746681,3.920318855,4.895888328,3.689831503,11.52550006,4.061659777,3.631140232,3.560043021,7.894359827,3.897316918
